,SE_3_DK_1,DK_1_SE_3,SE_3_FI,FI_SE_3,SE_3_NO_1,NO_1_SE_3,SE_3_SE_2,SE_2_SE_3,SE_3_SE_4,SE_4_SE_3,SE_3_DK_1_net_export,SE_3_FI_net_export,SE_3_NO_1_net_export,SE_3_SE_2_net_export,SE_3_SE_4_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,472.5325,0.0,1193.375,0.0,1179.6106272499999,0.0,0.0,6464.784668,3737.9782715,0.0,472.5325,1193.375,1179.6106272499999,-6464.784668,3737.9782715,118.71173074999979,None,SE_3,2026-04-23
2026-01-01 01:00:00+00:00,325.3425,0.0,1193.3500000000001,0.0,1327.59316175,0.0,0.0,5691.477173,3124.4294435,0.0,325.3425,1193.3500000000001,1327.59316175,-5691.477173,3124.4294435,279.2379322500001,None,SE_3,2026-04-23
2026-01-01 02:00:00+00:00,385.14,0.0,1183.375,0.0,1548.2595205,0.0,0.0,4903.151123,2228.08996575,0.0,385.14,1183.375,1548.2595205,-4903.151123,2228.08996575,441.7133632500004,None,SE_3,2026-04-23
2026-01-01 03:00:00+00:00,682.2175,0.0,1183.175,0.0,1600.3306445,0.0,0.0,4530.6132815,1592.3952637500001,0.0,682.2175,1183.175,1600.3306445,-4530.6132815,1592.3952637500001,527.5051267499998,None,SE_3,2026-04-23
2026-01-01 04:00:00+00:00,699.86,0.0,1072.175,0.0,1487.803666,0.0,0.0,4649.681274250001,1767.71746825,0.0,699.86,1072.175,1487.803666,-4649.681274250001,1767.71746825,377.874859999999,None,SE_3,2026-04-23
2026-01-01 05:00:00+00:00,702.3725,0.0,989.24,0.0,1366.8503325000001,0.0,0.0,4311.87683125,1566.4112245000001,0.0,702.3725,989.24,1366.8503325000001,-4311.87683125,1566.4112245000001,312.9972257500008,None,SE_3,2026-04-23
2026-01-01 06:00:00+00:00,648.86,0.0,1128.3,0.0,1396.89051325,0.0,0.0,4250.1513672500005,1340.7672425,0.0,648.86,1128.3,1396.89051325,-4250.1513672500005,1340.7672425,264.66638849999936,None,SE_3,2026-04-23
2026-01-01 07:00:00+00:00,652.72,0.0,1188.1499999999999,0.0,1477.72881525,0.0,0.0,4348.32678225,1005.06443775,0.0,652.72,1188.1499999999999,1477.72881525,-4348.32678225,1005.06443775,-24.663529250000238,None,SE_3,2026-04-23
2026-01-01 08:00:00+00:00,682.5475,0.0,1151.95,0.0,1495.5847135,0.0,0.0,4566.26147475,885.14236425,0.0,682.5475,1151.95,1495.5847135,-4566.26147475,885.14236425,-351.0368970000003,None,SE_3,2026-04-23
2026-01-01 09:00:00+00:00,701.8575,0.0,1178.2,0.0,1535.4389225,0.0,0.0,4968.829956,638.8463595000001,0.0,701.8575,1178.2,1535.4389225,-4968.829956,638.8463595000001,-914.4871739999996,None,SE_3,2026-04-23
2026-01-01 10:00:00+00:00,664.455,0.0,1178.175,0.0,1598.26712675,0.0,0.0,5202.30529775,422.72792825,0.0,664.455,1178.175,1598.26712675,-5202.30529775,422.72792825,-1338.6802427500002,None,SE_3,2026-04-23
2026-01-01 11:00:00+00:00,653.815,0.0,1192.0500000000002,0.0,1499.63085325,0.0,0.0,5621.683837750001,704.6237945,0.0,653.815,1192.0500000000002,1499.63085325,-5621.683837750001,704.6237945,-1571.5641900000003,None,SE_3,2026-04-23
2026-01-01 12:00:00+00:00,683.3425,0.0,1193.2,0.0,1535.61057425,0.0,0.0,6049.67309575,968.45741275,0.0,683.3425,1193.2,1535.61057425,-6049.67309575,968.45741275,-1669.0626087500004,None,SE_3,2026-04-23
2026-01-01 13:00:00+00:00,565.955,0.0,1193.075,0.0,1652.9762154999999,0.0,0.0,6423.15185525,1151.131058,0.0,565.955,1193.075,1652.9762154999999,-6423.15185525,1151.131058,-1860.0145817500002,None,SE_3,2026-04-23
2026-01-01 14:00:00+00:00,77.2475,0.0,1193.75,0.0,1575.53566825,0.0,0.0,6801.04882825,1686.374237,0.0,77.2475,1193.75,1575.53566825,-6801.04882825,1686.374237,-2268.141423,None,SE_3,2026-04-23
2026-01-01 15:00:00+00:00,17.125,102.70333875,1193.675,0.0,1567.8963804999999,0.0,0.0,7012.635498,1981.627808,0.0,-85.57833875,1193.675,1567.8963804999999,-7012.635498,1981.627808,-2355.0146482499995,None,SE_3,2026-04-23
2026-01-01 16:00:00+00:00,36.155,0.0,1193.625,0.0,1376.85335975,0.0,0.0,7151.16796875,2119.08520525,0.0,36.155,1193.625,1376.85335975,-7151.16796875,2119.08520525,-2425.4494037500003,None,SE_3,2026-04-23
2026-01-01 17:00:00+00:00,61.6575,0.0,1193.675,0.0,1088.977344,0.0,0.0,7291.824707,2580.89904775,0.0,61.6575,1193.675,1088.977344,-7291.824707,2580.89904775,-2366.61581525,None,SE_3,2026-04-23
2026-01-01 18:00:00+00:00,202.125,0.0,1193.6750000000002,0.0,1134.87326825,0.0,0.0,7290.78393575,2536.79669175,0.0,202.125,1193.6750000000002,1134.87326825,-7290.78393575,2536.79669175,-2223.3139757499994,None,SE_3,2026-04-23
2026-01-01 19:00:00+00:00,458.595,0.0,1177.375,0.0,983.6228505,0.0,0.0,7074.22705075,2547.96667475,0.0,458.595,1177.375,983.6228505,-7074.22705075,2547.96667475,-1906.6675254999996,None,SE_3,2026-04-23
2026-01-01 20:00:00+00:00,684.08,0.0,1170.05,0.0,1043.3112005,0.0,0.0,6769.409912,2318.45880125,0.0,684.08,1170.05,1043.3112005,-6769.409912,2318.45880125,-1553.5099102499998,None,SE_3,2026-04-23
2026-01-01 21:00:00+00:00,643.1875,0.0,1175.3,0.0,1127.49272475,0.0,0.0,6268.9418945,1938.8342897500002,0.0,643.1875,1175.3,1127.49272475,-6268.9418945,1938.8342897500002,-1384.1273799999994,None,SE_3,2026-04-23
2026-01-01 22:00:00+00:00,642.0,0.0,1173.7,0.0,1240.86005,0.0,0.0,5798.053467,1586.74365225,0.0,642.0,1173.7,1240.86005,-5798.053467,1586.74365225,-1154.7497647499997,None,SE_3,2026-04-23
2026-01-01 23:00:00+00:00,582.44,0.0,1137.875,0.0,1349.5193495,0.0,0.0,4987.385254,1172.8108825,0.0,582.44,1137.875,1349.5193495,-4987.385254,1172.8108825,-744.740022,None,SE_3,2026-04-23
2026-01-02 00:00:00+00:00,632.905,0.0,690.3225,0.0,1384.28608975,0.0,0.0,4761.8394775,1643.8636475,0.0,632.905,690.3225,1384.28608975,-4761.8394775,1643.8636475,-410.4622402499997,None,SE_3,2026-04-23
2026-01-02 01:00:00+00:00,695.1575,0.0,615.71,0.0,1304.2329144999999,0.0,0.0,4412.5562745,1597.1274415,0.0,695.1575,615.71,1304.2329144999999,-4412.5562745,1597.1274415,-200.3284185,None,SE_3,2026-04-23
2026-01-02 02:00:00+00:00,711.0,0.0,341.4125,0.0,1130.499714,0.0,0.0,4244.78869625,1931.083771,0.0,711.0,341.4125,1130.499714,-4244.78869625,1931.083771,-130.79271124999968,None,SE_3,2026-04-23
2026-01-02 03:00:00+00:00,586.08,0.0,413.915,0.0,1174.560956,0.0,0.0,4538.14367675,2270.63525375,0.0,586.08,413.915,1174.560956,-4538.14367675,2270.63525375,-92.95246699999961,None,SE_3,2026-04-23
2026-01-02 04:00:00+00:00,553.0175,0.0,977.3025,0.0,1372.42012275,0.0,0.0,4839.6588135,2109.4078675,0.0,553.0175,977.3025,1372.42012275,-4839.6588135,2109.4078675,172.4891767500003,None,SE_3,2026-04-23
2026-01-02 05:00:00+00:00,610.2025,0.0,1172.575,0.0,1145.71153175,0.0,0.0,5809.9316405,2657.486023,0.0,610.2025,1172.575,1145.71153175,-5809.9316405,2657.486023,-223.9565857499997,None,SE_3,2026-04-23
2026-01-02 06:00:00+00:00,674.78,0.0,906.605,0.0,466.04640800000004,0.0,0.0,6626.5635985,4063.7908325,0.0,674.78,906.605,466.04640800000004,-6626.5635985,4063.7908325,-515.3413580000006,None,SE_3,2026-04-23
2026-01-02 07:00:00+00:00,679.3125,0.0,584.3199999999999,0.0,392.64899425,0.0,0.0,6672.62597675,4486.45397975,0.0,679.3125,584.3199999999999,392.64899425,-6672.62597675,4486.45397975,-529.8905027499995,None,SE_3,2026-04-23
2026-01-02 08:00:00+00:00,709.545,0.0,627.0175,0.0,495.753849,0.0,0.0,6814.88488775,4411.3065185,0.0,709.545,627.0175,495.753849,-6814.88488775,4411.3065185,-571.2620202500011,None,SE_3,2026-04-23
2026-01-02 09:00:00+00:00,622.02,0.0,572.0775,0.0,588.63898675,0.0,0.0,6971.18872075,4358.1779785,0.0,622.02,572.0775,588.63898675,-6971.18872075,4358.1779785,-830.2742555000004,None,SE_3,2026-04-23
2026-01-02 10:00:00+00:00,475.4675,0.0,552.6125,0.0,745.799983,0.0,0.0,7218.73937975,4454.9868165,0.0,475.4675,552.6125,745.799983,-7218.73937975,4454.9868165,-989.8725802500003,None,SE_3,2026-04-23
2026-01-02 11:00:00+00:00,172.9675,0.0,498.47,0.0,927.755207,0.0,0.0,7174.158203,4531.2574465,0.0,172.9675,498.47,927.755207,-7174.158203,4531.2574465,-1043.7080495,None,SE_3,2026-04-23
2026-01-02 12:00:00+00:00,397.735,0.0,559.065,0.0,1074.3955772499999,0.0,0.0,7548.546753,4375.755371,0.0,397.735,559.065,1074.3955772499999,-7548.546753,4375.755371,-1141.5958047499998,None,SE_3,2026-04-23
2026-01-02 13:00:00+00:00,179.53,0.0,293.60749999999996,0.0,1026.1344179999999,0.0,0.0,7304.8271485000005,4562.1917725,0.0,179.53,293.60749999999996,1026.1344179999999,-7304.8271485000005,4562.1917725,-1243.3634579999998,None,SE_3,2026-04-23
2026-01-02 14:00:00+00:00,3.0,0.5,188.6325,0.0,1153.49772725,0.0,0.0,7621.284546,4696.20446775,0.0,2.5,188.6325,1153.49772725,-7621.284546,4696.20446775,-1580.4498510000003,None,SE_3,2026-04-23
2026-01-02 15:00:00+00:00,3.0,0.515625,113.44,0.0,1334.982014,0.0,0.0,7755.3762209999995,4550.4768065,0.0,2.484375,113.44,1334.982014,-7755.3762209999995,4550.4768065,-1753.9930255,None,SE_3,2026-04-23
2026-01-02 16:00:00+00:00,20.42,0.0,251.83749999999998,0.0,1337.3328705,0.0,0.0,7764.6218260000005,4286.5512695,0.0,20.42,251.83749999999998,1337.3328705,-7764.6218260000005,4286.5512695,-1868.4801860000007,None,SE_3,2026-04-23
2026-01-02 17:00:00+00:00,3.0,0.53125,379.40749999999997,0.0,1579.99403825,0.0,0.0,7678.677368250001,4008.10455325,0.0,2.46875,379.40749999999997,1579.99403825,-7678.677368250001,4008.10455325,-1708.7025267500003,None,SE_3,2026-04-23
2026-01-02 18:00:00+00:00,6.28,0.296875,463.11,0.0,1701.65650725,0.0,0.0,7526.5683595,3827.784729,0.0,5.983125,463.11,1701.65650725,-7526.5683595,3827.784729,-1528.03399825,None,SE_3,2026-04-23
2026-01-02 19:00:00+00:00,206.265,0.0,469.245,0.0,1792.09168525,0.0,0.0,7380.986694499999,3679.638977,0.0,206.265,469.245,1792.09168525,-7380.986694499999,3679.638977,-1233.7460322499996,None,SE_3,2026-04-23
2026-01-02 20:00:00+00:00,656.6075,0.0,537.7525,0.0,1591.97857525,0.0,0.0,7609.4744875,3827.5048217500002,0.0,656.6075,537.7525,1591.97857525,-7609.4744875,3827.5048217500002,-995.6310904999996,None,SE_3,2026-04-23
2026-01-02 21:00:00+00:00,511.4075,0.0,604.3875,0.0,1705.2064277499999,0.0,0.0,7276.58398425,3802.10644525,0.0,511.4075,604.3875,1705.2064277499999,-7276.58398425,3802.10644525,-653.4761112499996,None,SE_3,2026-04-23
2026-01-02 22:00:00+00:00,590.22,0.0,414.8125,0.0,1717.13876975,0.0,0.0,7061.980835,3833.506897,0.0,590.22,414.8125,1717.13876975,-7061.980835,3833.506897,-506.30266825000035,None,SE_3,2026-04-23
2026-01-02 23:00:00+00:00,526.235,0.0,1075.51,0.0,1573.65299125,0.0,0.0,7516.14514175,4075.925171,0.0,526.235,1075.51,1573.65299125,-7516.14514175,4075.925171,-264.82197950000045,None,SE_3,2026-04-23
2026-01-03 00:00:00+00:00,586.3275,0.0,1163.2,0.0,1471.7361825,0.0,0.0,7171.19873025,3820.68121325,0.0,586.3275,1163.2,1471.7361825,-7171.19873025,3820.68121325,-129.25383450000027,None,SE_3,2026-04-23
2026-01-03 01:00:00+00:00,653.345,0.0,1007.9200000000001,0.0,1640.0593959999999,0.0,0.0,7073.80273475,3614.9194335,0.0,653.345,1007.9200000000001,1640.0593959999999,-7073.80273475,3614.9194335,-157.55890524999995,None,SE_3,2026-04-23
2026-01-03 02:00:00+00:00,604.265,0.0,889.045,0.0,1438.48840225,0.0,0.0,6708.3310547500005,3675.9109495000002,0.0,604.265,889.045,1438.48840225,-6708.3310547500005,3675.9109495000002,-100.62170300000025,None,SE_3,2026-04-23
2026-01-03 03:00:00+00:00,640.925,0.0,981.1324999999999,0.0,1313.93122625,0.0,0.0,6805.0081785,3672.16345225,0.0,640.925,981.1324999999999,1313.93122625,-6805.0081785,3672.16345225,-196.85600000000068,None,SE_3,2026-04-23
2026-01-03 04:00:00+00:00,696.4825,0.0,895.8575,0.0,1480.0327594999999,0.0,0.0,7078.72851575,3803.198547,0.0,696.4825,895.8575,1480.0327594999999,-7078.72851575,3803.198547,-203.15720925000005,None,SE_3,2026-04-23
2026-01-03 05:00:00+00:00,550.5775,0.0,709.83,0.0,1654.073066,0.0,0.0,7158.1065675,3877.534912,0.0,550.5775,709.83,1654.073066,-7158.1065675,3877.534912,-366.0910894999997,None,SE_3,2026-04-23
2026-01-03 06:00:00+00:00,638.935,0.0,733.335,0.0,1445.838807,0.0,0.0,7330.526001,4020.243164,0.0,638.935,733.335,1445.838807,-7330.526001,4020.243164,-492.1740299999997,None,SE_3,2026-04-23
2026-01-03 07:00:00+00:00,714.375,0.0,594.255,0.0,1286.33625975,0.0,0.0,7485.32287575,4164.051758,0.0,714.375,594.255,1286.33625975,-7485.32287575,4164.051758,-726.3048580000004,None,SE_3,2026-04-23
2026-01-03 08:00:00+00:00,713.875,0.0,585.88,0.0,1222.41166175,0.0,0.0,7598.83044425,4313.35888675,0.0,713.875,585.88,1222.41166175,-7598.83044425,4313.35888675,-763.3048957499996,None,SE_3,2026-04-23
2026-01-03 09:00:00+00:00,616.9875,0.0,646.265,0.0,1111.787633,0.0,0.0,7624.66442875,4210.31726075,0.0,616.9875,646.265,1111.787633,-7624.66442875,4210.31726075,-1039.3070349999998,None,SE_3,2026-04-23
2026-01-03 10:00:00+00:00,694.5775,0.0,447.0725,0.0,1011.03913375,0.0,0.0,7602.105713,4168.61523425,0.0,694.5775,447.0725,1011.03913375,-7602.105713,4168.61523425,-1280.8013449999999,None,SE_3,2026-04-23
2026-01-03 11:00:00+00:00,696.11,0.0,458.925,0.0,1003.89064275,0.0,0.0,7625.7481689999995,4070.06072975,0.0,696.11,458.925,1003.89064275,-7625.7481689999995,4070.06072975,-1396.7617965,None,SE_3,2026-04-23
2026-01-03 12:00:00+00:00,614.55,0.0,489.93,0.0,901.42179125,0.0,0.0,7592.067138750001,4118.68695075,0.0,614.55,489.93,901.42179125,-7592.067138750001,4118.68695075,-1467.4783967500007,None,SE_3,2026-04-23
2026-01-03 13:00:00+00:00,668.9075,0.0,417.3925,0.0,938.981067,0.0,0.0,7716.0184325,4246.8355715,0.0,668.9075,417.3925,938.981067,-7716.0184325,4246.8355715,-1443.9017940000003,None,SE_3,2026-04-23
2026-01-03 14:00:00+00:00,553.0450000000001,0.0,231.10250000000002,0.0,899.409766,0.0,0.0,7571.67688,4231.78955075,0.0,553.0450000000001,231.10250000000002,899.409766,-7571.67688,4231.78955075,-1656.3300632500004,None,SE_3,2026-04-23
2026-01-03 15:00:00+00:00,84.045,0.0,238.48749999999998,0.0,925.888766,0.0,0.0,7543.88024925,4387.41638175,0.0,84.045,238.48749999999998,925.888766,-7543.88024925,4387.41638175,-1908.0426014999994,None,SE_3,2026-04-23
2026-01-03 16:00:00+00:00,5.202500000000001,0.375,182.4325,0.0,1077.28643075,0.0,0.0,7653.3344725,4217.73083475,0.0,4.827500000000001,182.4325,1077.28643075,-7653.3344725,4217.73083475,-2171.057207,None,SE_3,2026-04-23
2026-01-03 17:00:00+00:00,38.2175,0.09375,276.60749999999996,0.0,969.5043865,0.0,0.0,7540.70092775,4234.7403564999995,0.0,38.12375,276.60749999999996,969.5043865,-7540.70092775,4234.7403564999995,-2021.724934750001,None,SE_3,2026-04-23
2026-01-03 18:00:00+00:00,222.375,0.0,298.23,0.0,985.6054355,0.0,0.0,7551.440796,4230.28759775,0.0,222.375,298.23,985.6054355,-7551.440796,4230.28759775,-1814.94276275,None,SE_3,2026-04-23
2026-01-03 19:00:00+00:00,106.155,0.0,497.3425,0.0,1099.19474675,0.0,0.0,7439.619506749999,4187.10022,0.0,106.155,497.3425,1099.19474675,-7439.619506749999,4187.10022,-1549.8270399999992,None,SE_3,2026-04-23
2026-01-03 20:00:00+00:00,389.155,0.0,514.5,0.0,888.17648425,0.0,0.0,7454.2351072500005,4369.930297999999,0.0,389.155,514.5,888.17648425,-7454.2351072500005,4369.930297999999,-1292.4733250000008,None,SE_3,2026-04-23
2026-01-03 21:00:00+00:00,551.5325,0.0,601.9625,0.0,910.5841555,0.0,0.0,7528.65930175,4392.36047375,0.0,551.5325,601.9625,910.5841555,-7528.65930175,4392.36047375,-1072.2196725000003,None,SE_3,2026-04-23
2026-01-03 22:00:00+00:00,560.3275,0.0,286.9,0.0,959.8642145,0.0,0.0,7181.9144285,4509.1291505,0.0,560.3275,286.9,959.8642145,-7181.9144285,4509.1291505,-865.6935635,None,SE_3,2026-04-23
2026-01-03 23:00:00+00:00,659.235,0.0,24.708000000000002,2.50937375,790.17070325,0.0,0.0,6417.7645265,4146.99114975,0.0,659.235,22.198626250000004,790.17070325,-6417.7645265,4146.99114975,-799.1690472500004,None,SE_3,2026-04-23
2026-01-04 00:00:00+00:00,702.235,0.0,0.0,108.5561825,839.5301362499999,0.0,0.0,6319.709350749999,4124.21215825,0.0,702.235,-108.5561825,839.5301362499999,-6319.709350749999,4124.21215825,-762.2882387499994,None,SE_3,2026-04-23
2026-01-04 01:00:00+00:00,714.9375,0.0,0.0,211.414688,793.89584625,0.0,0.0,6191.6376955,4249.631225749999,0.0,714.9375,-211.414688,793.89584625,-6191.6376955,4249.631225749999,-644.5878115000005,None,SE_3,2026-04-23
2026-01-04 02:00:00+00:00,715.0,0.0,0.0,291.04778675,811.62694375,0.0,0.0,5947.928589,4249.428955,0.0,715.0,-291.04778675,811.62694375,-5947.928589,4249.428955,-462.92047699999966,None,SE_3,2026-04-23
2026-01-04 03:00:00+00:00,715.0,0.0,0.0,430.54951475,787.04099825,0.0,0.0,5800.14233375,4288.06481925,0.0,715.0,-430.54951475,787.04099825,-5800.14233375,4288.06481925,-440.5860309999998,None,SE_3,2026-04-23
2026-01-04 04:00:00+00:00,714.97,0.0,0.0,321.90927525,854.712074,0.0,0.0,5689.1170655,4091.89416475,0.0,714.97,-321.90927525,854.712074,-5689.1170655,4091.89416475,-349.45010199999933,None,SE_3,2026-04-23
2026-01-04 05:00:00+00:00,714.875,0.0,0.0,235.0893325,928.94004675,0.0,0.0,5901.083374,4126.758545,0.0,714.875,-235.0893325,928.94004675,-5901.083374,4126.758545,-365.5991147499999,None,SE_3,2026-04-23
2026-01-04 06:00:00+00:00,714.97,0.0,0.0,257.9861755,642.54910175,0.0,0.0,5904.58337375,4183.03637725,0.0,714.97,-257.9861755,642.54910175,-5904.58337375,4183.03637725,-622.0140702499993,None,SE_3,2026-04-23
2026-01-04 07:00:00+00:00,710.5625,0.0,0.0,453.9455565,362.84030924999996,0.0,0.0,5856.354858250001,4303.216675,0.0,710.5625,-453.9455565,362.84030924999996,-5856.354858250001,4303.216675,-933.6809305000006,None,SE_3,2026-04-23
2026-01-04 08:00:00+00:00,584.4225,0.0,0.0,160.4771765,0.0,183.35411549999998,0.0,5843.442871,4451.7834475,0.0,584.4225,-160.4771765,-183.35411549999998,-5843.442871,4451.7834475,-1151.0682155000004,None,SE_3,2026-04-23
2026-01-04 09:00:00+00:00,225.7825,0.0,24.701,62.2333585,224.1769955,0.0,0.0,5698.586304,3841.13604725,0.0,225.7825,-37.5323585,224.1769955,-5698.586304,3841.13604725,-1445.0231197500007,None,SE_3,2026-04-23
2026-01-04 10:00:00+00:00,154.7825,0.0,431.7375,0.0,114.84343,0.0,0.0,5842.5598145,3345.88732925,0.0,154.7825,431.7375,114.84343,-5842.5598145,3345.88732925,-1795.3090552499998,None,SE_3,2026-04-23
2026-01-04 11:00:00+00:00,345.0,0.0,627.8075,0.0,76.93811875,11.05767825,0.0,5920.6968995,2901.8616335,0.0,345.0,627.8075,65.8804405,-5920.6968995,2901.8616335,-1980.1473254999996,None,SE_3,2026-04-23
2026-01-04 12:00:00+00:00,9.735000000000001,18.90625,725.0975,0.0,362.507724,0.0,0.0,5799.7263185,2640.236267,0.0,-9.171249999999999,725.0975,362.507724,-5799.7263185,2640.236267,-2081.0560774999994,None,SE_3,2026-04-23
2026-01-04 13:00:00+00:00,88.67,0.0,864.8425,0.0,87.91008975,55.419779,0.0,6035.3514402499995,2868.453369,0.0,88.67,864.8425,32.49031075,-6035.3514402499995,2868.453369,-2180.8952604999995,None,SE_3,2026-04-23
2026-01-04 14:00:00+00:00,376.75,0.0,626.4025,0.0,11.73275425,265.87877675,0.0,6207.006347500001,3062.972351,0.0,376.75,626.4025,-254.1460225,-6207.006347500001,3062.972351,-2395.0275190000007,None,SE_3,2026-04-23
2026-01-04 15:00:00+00:00,312.2175,0.0,578.08,0.0,0.0,448.69870375,0.0,6194.2873535,3181.5982665,0.0,312.2175,578.08,-448.69870375,-6194.2873535,3181.5982665,-2571.0902907499994,None,SE_3,2026-04-23
2026-01-04 16:00:00+00:00,417.0475,0.0,493.485,0.0,0.0,986.9759215,0.0,5983.69689925,3379.92541525,0.0,417.0475,493.485,-986.9759215,-5983.69689925,3379.92541525,-2680.2149055,None,SE_3,2026-04-23
2026-01-04 17:00:00+00:00,455.97,0.0,749.0725,0.0,0.0,1252.6534120000001,0.0,6004.18396,3423.446472,0.0,455.97,749.0725,-1252.6534120000001,-6004.18396,3423.446472,-2628.3484000000003,None,SE_3,2026-04-23
2026-01-04 18:00:00+00:00,445.1275,0.0,721.4300000000001,0.0,0.0,1019.68928525,0.0,6417.7750245,3707.64416525,0.0,445.1275,721.4300000000001,-1019.68928525,-6417.7750245,3707.64416525,-2563.2626444999996,None,SE_3,2026-04-23
2026-01-04 19:00:00+00:00,413.955,0.0,848.8,0.0,0.0,1273.201996,0.0,6542.828369,4127.8027955,0.0,413.955,848.8,-1273.201996,-6542.828369,4127.8027955,-2425.4725694999997,None,SE_3,2026-04-23
2026-01-04 20:00:00+00:00,67.4375,0.0,1146.9,0.0,0.0,1425.6994325,0.0,6567.6689455,4481.0948485,0.0,67.4375,1146.9,-1425.6994325,-6567.6689455,4481.0948485,-2297.9360294999997,None,SE_3,2026-04-23
2026-01-04 21:00:00+00:00,82.185,0.0,1193.45,0.0,0.0,1168.5638119999999,0.0,6756.64123525,4560.595336750001,0.0,82.185,1193.45,-1168.5638119999999,-6756.64123525,4560.595336750001,-2088.9747104999997,None,SE_3,2026-04-23
2026-01-04 22:00:00+00:00,306.565,0.0,1191.075,0.0,0.0,1084.87043775,0.0,6634.07910175,4350.423584,0.0,306.565,1191.075,-1084.87043775,-6634.07910175,4350.423584,-1870.8859555,None,SE_3,2026-04-23
2026-01-04 23:00:00+00:00,184.6725,0.0,1175.75,0.0,0.0,1259.34149175,0.0,6520.34814475,4581.15405275,0.0,184.6725,1175.75,-1259.34149175,-6520.34814475,4581.15405275,-1838.1130837499995,None,SE_3,2026-04-23
2026-01-05 00:00:00+00:00,18.5125,0.0,1124.875,0.0,0.0,1154.1730345,0.0,6534.614013750001,4721.161743000001,0.0,18.5125,1124.875,-1154.1730345,-6534.614013750001,4721.161743000001,-1824.2378052499998,None,SE_3,2026-04-23
2026-01-05 01:00:00+00:00,27.985,0.0,1193.725,0.0,0.0,1045.682495,0.0,6722.3291014999995,4641.7269285,0.0,27.985,1193.725,-1045.682495,-6722.3291014999995,4641.7269285,-1904.5746679999993,None,SE_3,2026-04-23
2026-01-05 02:00:00+00:00,71.735,0.0,1183.775,0.0,0.0,1564.782135,0.0,6538.94091825,4954.90734875,0.0,71.735,1183.775,-1564.782135,-6538.94091825,4954.90734875,-1893.3057045000005,None,SE_3,2026-04-23
2026-01-05 03:00:00+00:00,290.675,0.0,867.605,0.0,0.0,1245.805298,0.0,6534.932251,4693.6848145,0.0,290.675,867.605,-1245.805298,-6534.932251,4693.6848145,-1928.7727345000003,None,SE_3,2026-04-23
2026-01-05 04:00:00+00:00,289.875,0.0,1071.6,0.0,0.0,1141.41220125,0.0,6710.82141125,4327.151001,0.0,289.875,1071.6,-1141.41220125,-6710.82141125,4327.151001,-2163.6076114999996,None,SE_3,2026-04-23
2026-01-05 05:00:00+00:00,252.4075,0.0,719.6675,0.0,0.0,1050.061615,0.0,7047.789795,4404.680420000001,0.0,252.4075,719.6675,-1050.061615,-7047.789795,4404.680420000001,-2721.095989999999,None,SE_3,2026-04-23
2026-01-05 06:00:00+00:00,157.8,0.0,693.4,0.0,0.0,1155.77551275,0.0,7466.63171375,4409.53265425,0.0,157.8,693.4,-1155.77551275,-7466.63171375,4409.53265425,-3361.67457225,None,SE_3,2026-04-23
2026-01-05 07:00:00+00:00,0.0,134.8604785,844.69,0.0,0.0,904.02882375,0.0,7193.9068605,3675.6952515000003,0.0,-134.8604785,844.69,-904.02882375,-7193.9068605,3675.6952515000003,-3712.41091125,None,SE_3,2026-04-23
2026-01-05 08:00:00+00:00,7.595,132.4221485,1179.1,0.0,0.0,873.1503142500001,0.0,6992.104004,2866.8549195,0.0,-124.82714849999999,1179.1,-873.1503142500001,-6992.104004,2866.8549195,-3944.1265472499995,None,SE_3,2026-04-23
2026-01-05 09:00:00+00:00,0.0,326.5221065,1186.15,0.0,0.0,832.9296569999999,0.0,6863.6552735000005,2588.5443115,0.0,-326.5221065,1186.15,-832.9296569999999,-6863.6552735000005,2588.5443115,-4248.4127255,None,SE_3,2026-04-23
2026-01-05 10:00:00+00:00,0.0,398.3331985,1193.7,0.0,0.0,753.3528595,0.0,6845.772339,2508.083374,0.0,-398.3331985,1193.7,-753.3528595,-6845.772339,2508.083374,-4295.675023,None,SE_3,2026-04-23
2026-01-05 11:00:00+00:00,0.0,681.1384125,1190.2,0.0,0.0,718.412735,0.0,6963.628052,2848.493042,0.0,-681.1384125,1190.2,-718.412735,-6963.628052,2848.493042,-4324.4861574999995,None,SE_3,2026-04-23
2026-01-05 12:00:00+00:00,0.0,647.88676475,1071.6,0.0,0.0,687.3693392499999,0.0,7037.2670895,3109.5190430000002,0.0,-647.88676475,1071.6,-687.3693392499999,-7037.2670895,3109.5190430000002,-4191.4041505,None,SE_3,2026-04-23
2026-01-05 13:00:00+00:00,0.0,659.68867475,813.36,0.0,0.0,725.451645,0.0,6759.59155275,3296.06103525,0.0,-659.68867475,813.36,-725.451645,-6759.59155275,3296.06103525,-4035.31083725,None,SE_3,2026-04-23
2026-01-05 14:00:00+00:00,0.0,572.99943525,721.4825,0.0,0.0,669.429016,0.0,6462.5341797500005,2853.5003662500003,0.0,-572.99943525,721.4825,-669.429016,-6462.5341797500005,2853.5003662500003,-4129.97976475,None,SE_3,2026-04-23
2026-01-05 15:00:00+00:00,0.0,704.6940155,753.525,0.0,0.0,795.07353225,0.0,6366.46740725,2913.8654175,0.0,-704.6940155,753.525,-795.07353225,-6366.46740725,2913.8654175,-4198.8445375,None,SE_3,2026-04-23
