,Biomass,Fossil Gas,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,561.75,609.0,64.5,10.0,72.75,0.0,4.0,1322.0,0.0,1.25,1934.75,1322.0,1936.0,-614.0,None,IT_CNOR,2026-04-23
2026-01-01 01:00:00+00:00,0.0,550.0,609.0,62.25,10.0,73.75,0.0,4.0,1309.0,0.0,17.0,1892.75,1309.0,1909.75,-600.75,None,IT_CNOR,2026-04-23
2026-01-01 02:00:00+00:00,0.0,554.75,609.0,61.0,10.0,73.5,0.0,6.0,1314.25,0.0,17.0,1811.0,1314.25,1828.0,-513.75,None,IT_CNOR,2026-04-23
2026-01-01 03:00:00+00:00,0.0,463.75,608.75,61.0,10.0,73.25,0.0,7.5,1224.25,0.0,4.25,1727.5,1224.25,1731.75,-507.5,None,IT_CNOR,2026-04-23
2026-01-01 04:00:00+00:00,0.0,397.0,608.5,60.75,25.25,72.75,0.0,14.5,1178.75,0.0,0.0,1718.0,1178.75,1718.0,-539.25,None,IT_CNOR,2026-04-23
2026-01-01 05:00:00+00:00,0.0,448.5,607.5,109.0,24.75,70.75,0.0,16.0,1276.5,8.75,0.0,1806.5,1285.25,1806.5,-521.25,None,IT_CNOR,2026-04-23
2026-01-01 06:00:00+00:00,0.0,405.75,606.5,129.5,20.0,72.5,4.0,24.25,1262.5,0.0,0.0,1890.0,1262.5,1890.0,-627.5,None,IT_CNOR,2026-04-23
2026-01-01 07:00:00+00:00,0.0,439.5,605.75,127.0,20.0,73.0,125.75,32.5,1423.5,9.0,0.0,1942.75,1432.5,1942.75,-510.25,None,IT_CNOR,2026-04-23
2026-01-01 08:00:00+00:00,0.0,453.5,604.5,125.75,19.75,73.0,337.75,28.25,1642.5,12.0,0.0,1975.0,1654.5,1975.0,-320.5,None,IT_CNOR,2026-04-23
2026-01-01 09:00:00+00:00,0.0,395.75,605.25,95.5,10.25,72.25,561.75,39.0,1779.75,0.25,0.0,2073.0,1780.0,2073.0,-293.0,None,IT_CNOR,2026-04-23
2026-01-01 10:00:00+00:00,0.0,396.0,604.5,63.25,10.0,72.75,693.0,44.0,1883.5,0.0,11.75,2193.25,1883.5,2205.0,-321.5,None,IT_CNOR,2026-04-23
2026-01-01 11:00:00+00:00,0.0,396.25,603.75,62.25,10.0,72.5,645.0,46.75,1836.5,0.0,17.0,2226.75,1836.5,2243.75,-407.25,None,IT_CNOR,2026-04-23
2026-01-01 12:00:00+00:00,0.0,480.75,603.0,64.25,10.0,72.0,487.5,48.5,1766.0,0.0,4.25,2199.25,1766.0,2203.5,-437.5,None,IT_CNOR,2026-04-23
2026-01-01 13:00:00+00:00,0.0,488.25,602.0,64.5,10.25,70.25,234.25,46.75,1516.25,0.0,0.0,2182.25,1516.25,2182.25,-666.0,None,IT_CNOR,2026-04-23
2026-01-01 14:00:00+00:00,0.0,576.0,601.75,109.25,19.75,69.0,86.0,45.5,1507.25,0.0,0.0,2241.75,1507.25,2241.75,-734.5,None,IT_CNOR,2026-04-23
2026-01-01 15:00:00+00:00,0.0,609.25,602.0,140.0,20.0,68.5,9.5,57.25,1506.5,0.0,0.0,2351.25,1506.5,2351.25,-844.75,None,IT_CNOR,2026-04-23
2026-01-01 16:00:00+00:00,0.0,655.5,602.0,152.25,20.0,68.75,0.0,57.75,1556.25,0.0,0.0,2540.0,1556.25,2540.0,-983.75,None,IT_CNOR,2026-04-23
2026-01-01 17:00:00+00:00,0.0,709.5,602.0,150.5,19.75,69.0,0.0,61.5,1612.25,0.0,0.0,2612.0,1612.25,2612.0,-999.75,None,IT_CNOR,2026-04-23
2026-01-01 18:00:00+00:00,0.0,658.0,602.25,145.25,10.25,69.0,0.0,72.0,1556.75,1.25,0.0,2665.25,1558.0,2665.25,-1107.25,None,IT_CNOR,2026-04-23
2026-01-01 19:00:00+00:00,0.0,674.5,602.75,128.25,10.0,69.75,0.0,69.5,1554.75,1.5,0.0,2571.0,1556.25,2571.0,-1014.75,None,IT_CNOR,2026-04-23
2026-01-01 20:00:00+00:00,0.0,699.5,603.0,101.25,10.0,69.5,0.0,64.5,1547.75,2.5,0.0,2409.25,1550.25,2409.25,-859.0,None,IT_CNOR,2026-04-23
2026-01-01 21:00:00+00:00,0.0,542.5,602.25,79.75,10.0,69.0,0.0,61.75,1365.25,0.25,0.0,2214.75,1365.5,2214.75,-849.25,None,IT_CNOR,2026-04-23
2026-01-01 22:00:00+00:00,0.0,516.0,603.0,79.0,10.0,69.25,0.0,64.75,1342.0,0.0,0.0,2023.0,1342.0,2023.0,-681.0,None,IT_CNOR,2026-04-23
2026-01-01 23:00:00+00:00,0.0,432.5,603.0,65.25,0.0,75.75,0.0,60.5,1237.0,5.5,0.0,1858.5,1242.5,1858.5,-616.0,None,IT_CNOR,2026-04-23
2026-01-02 00:00:00+00:00,0.0,397.75,602.75,46.5,0.0,76.25,0.0,67.25,1190.5,2.25,0.0,1763.5,1192.75,1763.5,-570.75,None,IT_CNOR,2026-04-23
2026-01-02 01:00:00+00:00,0.0,399.0,602.0,46.75,0.0,76.5,0.0,67.0,1191.25,0.0,0.0,1770.75,1191.25,1770.75,-579.5,None,IT_CNOR,2026-04-23
2026-01-02 02:00:00+00:00,0.0,400.0,601.5,46.75,0.0,76.25,0.0,66.0,1190.5,0.0,5.75,1741.5,1190.5,1747.25,-556.75,None,IT_CNOR,2026-04-23
2026-01-02 03:00:00+00:00,0.0,400.5,601.75,49.0,0.0,75.5,0.0,76.5,1203.25,0.0,6.5,1749.25,1203.25,1755.75,-552.5,None,IT_CNOR,2026-04-23
2026-01-02 04:00:00+00:00,0.0,399.0,602.0,60.0,10.0,74.25,0.0,85.0,1230.25,0.0,0.0,1845.5,1230.25,1845.5,-615.25,None,IT_CNOR,2026-04-23
2026-01-02 05:00:00+00:00,0.0,395.5,601.5,97.25,10.0,76.5,0.0,77.75,1258.5,0.0,0.0,2057.0,1258.5,2057.0,-798.5,None,IT_CNOR,2026-04-23
2026-01-02 06:00:00+00:00,0.0,402.0,601.75,112.0,10.0,77.0,1.75,74.0,1278.5,4.25,0.0,2258.25,1282.75,2258.25,-975.5,None,IT_CNOR,2026-04-23
2026-01-02 07:00:00+00:00,0.0,430.5,602.25,119.75,10.0,76.5,79.0,75.5,1393.5,7.5,0.0,2457.25,1401.0,2457.25,-1056.25,None,IT_CNOR,2026-04-23
2026-01-02 08:00:00+00:00,0.0,490.0,602.5,122.0,10.0,76.5,219.5,73.0,1593.5,10.75,0.0,2601.5,1604.25,2601.5,-997.25,None,IT_CNOR,2026-04-23
2026-01-02 09:00:00+00:00,0.0,500.0,601.25,117.75,10.0,73.75,410.25,84.75,1797.75,1.0,0.0,2649.5,1798.75,2649.5,-850.75,None,IT_CNOR,2026-04-23
2026-01-02 10:00:00+00:00,0.0,483.0,600.0,114.75,10.25,75.25,589.25,112.75,1985.25,0.0,3.75,2650.25,1985.25,2654.0,-668.75,None,IT_CNOR,2026-04-23
2026-01-02 11:00:00+00:00,0.0,424.5,600.25,124.0,10.0,75.25,623.0,113.25,1970.25,0.0,7.0,2674.25,1970.25,2681.25,-711.0,None,IT_CNOR,2026-04-23
2026-01-02 12:00:00+00:00,0.0,424.0,599.5,127.25,10.0,75.75,562.0,105.25,1903.75,0.0,0.5,2556.75,1903.75,2557.25,-653.5,None,IT_CNOR,2026-04-23
2026-01-02 13:00:00+00:00,0.0,481.25,599.0,128.75,10.0,72.5,326.25,97.5,1715.25,0.0,8.5,2528.0,1715.25,2536.5,-821.25,None,IT_CNOR,2026-04-23
2026-01-02 14:00:00+00:00,0.0,489.0,598.5,129.25,10.0,74.0,125.0,80.5,1506.25,0.0,8.0,2615.0,1506.25,2623.0,-1116.75,None,IT_CNOR,2026-04-23
2026-01-02 15:00:00+00:00,0.0,564.5,599.0,140.0,10.0,75.25,13.25,92.5,1494.5,12.75,0.0,2700.75,1507.25,2700.75,-1193.5,None,IT_CNOR,2026-04-23
2026-01-02 16:00:00+00:00,0.0,551.25,599.0,154.5,21.25,81.25,0.0,85.5,1492.75,15.75,0.0,2909.0,1508.5,2909.0,-1400.5,None,IT_CNOR,2026-04-23
2026-01-02 17:00:00+00:00,0.0,529.0,599.75,153.75,10.0,80.0,0.0,75.75,1448.25,17.0,0.0,2945.0,1465.25,2945.0,-1479.75,None,IT_CNOR,2026-04-23
2026-01-02 18:00:00+00:00,0.0,501.75,600.75,149.75,10.0,79.5,0.0,53.5,1395.25,8.5,0.0,2980.5,1403.75,2980.5,-1576.75,None,IT_CNOR,2026-04-23
2026-01-02 19:00:00+00:00,0.0,512.5,601.0,135.0,0.0,80.5,0.0,41.75,1370.75,0.0,0.0,2796.5,1370.75,2796.5,-1425.75,None,IT_CNOR,2026-04-23
2026-01-02 20:00:00+00:00,0.0,521.0,601.25,108.75,0.0,81.0,0.0,48.0,1360.0,0.0,0.0,2609.25,1360.0,2609.25,-1249.25,None,IT_CNOR,2026-04-23
2026-01-02 21:00:00+00:00,0.0,530.5,601.0,90.5,0.0,82.0,0.0,51.75,1355.75,0.0,0.0,2357.0,1355.75,2357.0,-1001.25,None,IT_CNOR,2026-04-23
2026-01-02 22:00:00+00:00,0.0,566.75,601.0,86.25,0.0,81.5,0.0,61.75,1397.25,0.0,0.25,2147.5,1397.25,2147.75,-750.5,None,IT_CNOR,2026-04-23
2026-01-02 23:00:00+00:00,0.0,439.0,601.0,71.0,0.0,82.0,0.0,57.25,1250.25,0.0,10.0,1995.0,1250.25,2005.0,-754.75,None,IT_CNOR,2026-04-23
2026-01-03 00:00:00+00:00,0.0,453.5,601.0,54.0,0.0,82.0,0.0,72.25,1262.75,0.0,8.75,1888.0,1262.75,1896.75,-634.0,None,IT_CNOR,2026-04-23
2026-01-03 01:00:00+00:00,0.0,462.25,601.5,53.0,0.0,82.5,0.0,87.25,1286.5,0.0,13.75,1862.5,1286.5,1876.25,-589.75,None,IT_CNOR,2026-04-23
2026-01-03 02:00:00+00:00,0.0,544.0,602.5,59.75,0.0,82.5,0.0,84.25,1373.0,0.0,11.75,1822.0,1373.0,1833.75,-460.75,None,IT_CNOR,2026-04-23
2026-01-03 03:00:00+00:00,0.0,472.5,603.0,60.25,0.0,81.0,0.0,81.25,1298.0,0.0,16.0,1815.25,1298.0,1831.25,-533.25,None,IT_CNOR,2026-04-23
2026-01-03 04:00:00+00:00,0.0,489.5,603.0,58.75,0.0,80.75,0.0,75.25,1307.25,0.0,2.75,1864.75,1307.25,1867.5,-560.25,None,IT_CNOR,2026-04-23
2026-01-03 05:00:00+00:00,0.0,572.25,603.0,73.5,0.0,79.5,0.0,72.0,1400.25,3.75,0.0,2008.75,1404.0,2008.75,-604.75,None,IT_CNOR,2026-04-23
2026-01-03 06:00:00+00:00,0.0,617.0,603.0,111.75,20.0,79.75,1.0,66.0,1498.5,5.75,0.0,2150.75,1504.25,2150.75,-646.5,None,IT_CNOR,2026-04-23
2026-01-03 07:00:00+00:00,0.0,525.0,602.75,113.25,20.0,79.25,54.5,63.0,1457.75,17.0,0.0,2280.0,1474.75,2280.0,-805.25,None,IT_CNOR,2026-04-23
2026-01-03 08:00:00+00:00,0.0,586.0,602.75,102.25,20.0,78.0,195.5,59.0,1643.5,9.75,0.0,2445.5,1653.25,2445.5,-792.25,None,IT_CNOR,2026-04-23
2026-01-03 09:00:00+00:00,0.0,525.25,602.0,77.5,0.25,78.75,359.5,59.0,1702.25,0.0,0.0,2516.25,1702.25,2516.25,-814.0,None,IT_CNOR,2026-04-23
2026-01-03 10:00:00+00:00,0.0,538.0,602.0,67.5,0.0,78.0,453.75,61.75,1801.0,0.0,1.75,2545.0,1801.0,2546.75,-745.75,None,IT_CNOR,2026-04-23
2026-01-03 11:00:00+00:00,0.0,512.75,595.5,77.25,0.0,77.75,446.5,65.25,1775.0,0.0,9.25,2576.75,1775.0,2586.0,-811.0,None,IT_CNOR,2026-04-23
2026-01-03 12:00:00+00:00,0.0,552.75,594.0,70.75,0.0,78.5,340.0,68.75,1704.75,0.0,11.5,2529.5,1704.75,2541.0,-836.25,None,IT_CNOR,2026-04-23
2026-01-03 13:00:00+00:00,0.0,534.25,594.0,70.5,0.0,78.5,196.5,77.75,1551.5,0.0,2.75,2456.25,1551.5,2459.0,-907.5,None,IT_CNOR,2026-04-23
2026-01-03 14:00:00+00:00,0.0,558.75,594.0,91.25,19.0,78.0,79.75,82.5,1503.25,0.0,2.0,2462.25,1503.25,2464.25,-961.0,None,IT_CNOR,2026-04-23
2026-01-03 15:00:00+00:00,0.0,660.25,594.0,117.0,20.0,79.0,9.25,79.0,1558.5,1.0,0.0,2567.5,1559.5,2567.5,-1008.0,None,IT_CNOR,2026-04-23
2026-01-03 16:00:00+00:00,0.0,850.0,593.5,133.0,20.0,80.0,0.0,70.25,1746.75,13.5,0.0,2748.5,1760.25,2748.5,-988.25,None,IT_CNOR,2026-04-23
2026-01-03 17:00:00+00:00,0.0,912.75,593.25,133.0,20.0,80.0,0.0,57.75,1796.75,16.5,0.0,2828.25,1813.25,2828.25,-1015.0,None,IT_CNOR,2026-04-23
2026-01-03 18:00:00+00:00,0.0,775.5,593.0,133.75,32.0,80.0,0.0,55.75,1670.0,2.0,0.0,2904.25,1672.0,2904.25,-1232.25,None,IT_CNOR,2026-04-23
2026-01-03 19:00:00+00:00,0.0,811.75,593.0,127.0,18.75,83.5,0.0,66.75,1700.75,4.0,0.0,2748.25,1704.75,2748.25,-1043.5,None,IT_CNOR,2026-04-23
2026-01-03 20:00:00+00:00,0.0,611.25,593.0,110.25,10.25,85.25,0.0,69.75,1479.75,0.0,0.0,2589.75,1479.75,2589.75,-1110.0,None,IT_CNOR,2026-04-23
2026-01-03 21:00:00+00:00,0.0,474.25,593.0,84.0,0.0,82.0,0.0,65.0,1298.25,0.0,0.0,2360.25,1298.25,2360.25,-1062.0,None,IT_CNOR,2026-04-23
2026-01-03 22:00:00+00:00,0.0,455.75,593.25,70.0,0.0,81.0,0.0,70.25,1270.25,0.0,0.5,2162.5,1270.25,2163.0,-892.75,None,IT_CNOR,2026-04-23
2026-01-03 23:00:00+00:00,0.0,501.5,593.0,64.5,0.0,80.25,0.0,70.25,1309.5,0.0,7.25,2021.0,1309.5,2028.25,-718.75,None,IT_CNOR,2026-04-23
2026-01-04 00:00:00+00:00,0.0,435.0,592.75,57.25,0.0,80.0,0.0,69.25,1234.25,0.75,0.0,1915.25,1235.0,1915.25,-680.25,None,IT_CNOR,2026-04-23
2026-01-04 01:00:00+00:00,0.0,437.25,592.5,54.75,0.0,78.0,0.0,67.0,1229.5,0.0,15.75,1816.25,1229.5,1832.0,-602.5,None,IT_CNOR,2026-04-23
2026-01-04 02:00:00+00:00,0.0,434.75,592.0,55.5,0.0,79.0,0.0,47.25,1208.5,0.0,17.0,1802.5,1208.5,1819.5,-611.0,None,IT_CNOR,2026-04-23
2026-01-04 03:00:00+00:00,0.0,434.75,592.75,52.0,0.0,78.75,0.0,32.25,1190.5,0.0,17.0,1777.0,1190.5,1794.0,-603.5,None,IT_CNOR,2026-04-23
2026-01-04 04:00:00+00:00,0.0,436.25,593.0,67.5,10.0,78.75,0.0,19.5,1205.0,0.0,4.25,1805.0,1205.0,1809.25,-604.25,None,IT_CNOR,2026-04-23
2026-01-04 05:00:00+00:00,0.0,457.5,592.5,84.5,10.0,77.0,0.0,16.0,1237.5,0.0,0.0,1910.0,1237.5,1910.0,-672.5,None,IT_CNOR,2026-04-23
2026-01-04 06:00:00+00:00,0.0,492.5,592.25,95.5,10.0,78.75,0.0,13.75,1282.75,0.0,3.0,2011.0,1282.75,2014.0,-731.25,None,IT_CNOR,2026-04-23
2026-01-04 07:00:00+00:00,0.0,483.5,592.5,99.0,10.0,78.75,5.25,7.5,1276.5,0.25,0.0,2088.75,1276.75,2088.75,-812.0,None,IT_CNOR,2026-04-23
2026-01-04 08:00:00+00:00,0.0,448.5,599.5,90.5,10.0,80.0,34.25,8.5,1271.25,3.0,0.0,2285.75,1274.25,2285.75,-1011.5,None,IT_CNOR,2026-04-23
2026-01-04 09:00:00+00:00,0.0,477.25,601.0,78.0,10.0,81.75,115.0,21.5,1384.5,0.0,0.0,2464.5,1384.5,2464.5,-1080.0,None,IT_CNOR,2026-04-23
2026-01-04 10:00:00+00:00,0.0,544.25,601.0,78.25,10.0,83.5,206.25,32.0,1555.25,0.0,0.0,2640.75,1555.25,2640.75,-1085.5,None,IT_CNOR,2026-04-23
2026-01-04 11:00:00+00:00,0.0,534.75,601.0,88.5,10.0,81.25,247.0,40.75,1603.25,0.0,0.5,2725.5,1603.25,2726.0,-1122.75,None,IT_CNOR,2026-04-23
2026-01-04 12:00:00+00:00,0.0,486.25,601.0,86.75,10.0,79.5,228.25,41.0,1532.75,0.0,4.0,2608.5,1532.75,2612.5,-1079.75,None,IT_CNOR,2026-04-23
2026-01-04 13:00:00+00:00,0.0,474.25,601.0,90.25,10.0,80.0,144.75,42.0,1442.25,0.0,0.25,2524.0,1442.25,2524.25,-1082.0,None,IT_CNOR,2026-04-23
2026-01-04 14:00:00+00:00,0.0,519.75,602.0,107.5,10.0,79.25,51.75,45.25,1415.5,0.0,0.0,2441.5,1415.5,2441.5,-1026.0,None,IT_CNOR,2026-04-23
2026-01-04 15:00:00+00:00,0.0,710.75,602.0,130.5,10.0,80.75,3.0,47.25,1584.25,0.0,0.0,2552.25,1584.25,2552.25,-968.0,None,IT_CNOR,2026-04-23
2026-01-04 16:00:00+00:00,0.0,839.75,600.0,141.5,10.0,81.5,0.0,49.25,1722.0,10.75,0.0,2692.5,1732.75,2692.5,-959.75,None,IT_CNOR,2026-04-23
2026-01-04 17:00:00+00:00,0.0,893.25,596.75,143.25,10.0,83.25,0.0,45.25,1771.75,17.0,0.0,2772.0,1788.75,2772.0,-983.25,None,IT_CNOR,2026-04-23
2026-01-04 18:00:00+00:00,0.0,863.5,597.0,145.5,10.0,82.5,0.0,47.5,1746.0,17.0,0.0,2827.0,1763.0,2827.0,-1064.0,None,IT_CNOR,2026-04-23
2026-01-04 19:00:00+00:00,0.0,830.0,597.0,126.5,0.0,82.25,0.0,51.25,1687.0,4.25,0.0,2715.5,1691.25,2715.5,-1024.25,None,IT_CNOR,2026-04-23
2026-01-04 20:00:00+00:00,0.0,652.75,597.0,121.25,0.0,79.25,0.0,51.25,1501.5,0.0,0.0,2540.0,1501.5,2540.0,-1038.5,None,IT_CNOR,2026-04-23
2026-01-04 21:00:00+00:00,0.0,559.25,600.5,112.25,0.0,78.0,0.0,50.25,1400.25,0.0,0.0,2319.0,1400.25,2319.0,-918.75,None,IT_CNOR,2026-04-23
2026-01-04 22:00:00+00:00,0.0,587.5,603.0,102.25,0.0,78.0,0.0,52.5,1423.25,0.25,0.0,2078.5,1423.5,2078.5,-655.0,None,IT_CNOR,2026-04-23
2026-01-04 23:00:00+00:00,0.0,525.0,603.0,97.0,0.0,82.0,0.0,55.25,1362.25,2.25,0.0,1912.25,1364.5,1912.25,-547.75,None,IT_CNOR,2026-04-23
2026-01-05 00:00:00+00:00,0.0,536.5,603.25,100.25,0.0,81.75,0.0,57.75,1379.5,0.0,8.25,1809.5,1379.5,1817.75,-438.25,None,IT_CNOR,2026-04-23
2026-01-05 01:00:00+00:00,0.0,441.75,603.5,103.0,0.0,81.75,0.0,60.0,1290.0,0.0,9.0,1758.0,1290.0,1767.0,-477.0,None,IT_CNOR,2026-04-23
2026-01-05 02:00:00+00:00,0.0,471.0,603.25,104.25,0.0,82.0,0.0,57.75,1318.25,0.0,17.0,1750.25,1318.25,1767.25,-449.0,None,IT_CNOR,2026-04-23
2026-01-05 03:00:00+00:00,0.0,465.0,603.25,109.0,0.0,80.5,0.0,52.5,1310.25,0.0,16.75,1761.25,1310.25,1778.0,-467.75,None,IT_CNOR,2026-04-23
2026-01-05 04:00:00+00:00,0.0,479.25,603.0,129.0,0.0,80.75,0.0,49.5,1341.5,0.0,1.25,1870.0,1341.5,1871.25,-529.75,None,IT_CNOR,2026-04-23
2026-01-05 05:00:00+00:00,0.0,725.75,603.25,141.5,10.25,80.0,0.0,53.75,1614.5,0.0,6.5,2237.5,1614.5,2244.0,-629.5,None,IT_CNOR,2026-04-23
2026-01-05 06:00:00+00:00,0.0,865.0,603.0,184.0,19.75,80.0,0.0,53.0,1804.75,0.0,0.75,2605.0,1804.75,2605.75,-801.0,None,IT_CNOR,2026-04-23
2026-01-05 07:00:00+00:00,0.0,824.75,602.75,186.25,20.0,79.5,7.25,49.75,1770.25,13.0,0.0,2886.5,1783.25,2886.5,-1103.25,None,IT_CNOR,2026-04-23
2026-01-05 08:00:00+00:00,0.0,865.5,603.0,179.75,20.0,77.75,42.75,48.0,1836.75,14.0,0.0,3093.5,1850.75,3093.5,-1242.75,None,IT_CNOR,2026-04-23
2026-01-05 09:00:00+00:00,0.0,871.25,603.0,164.0,20.0,78.25,121.5,47.5,1905.5,4.25,0.0,3243.0,1909.75,3243.0,-1333.25,None,IT_CNOR,2026-04-23
2026-01-05 10:00:00+00:00,0.0,843.25,602.5,165.0,20.0,75.0,209.5,43.25,1958.5,0.0,0.0,3338.0,1958.5,3338.0,-1379.5,None,IT_CNOR,2026-04-23
2026-01-05 11:00:00+00:00,0.0,882.75,602.25,164.5,20.0,75.5,253.25,41.75,2040.0,0.0,4.25,3360.5,2040.0,3364.75,-1324.75,None,IT_CNOR,2026-04-23
2026-01-05 12:00:00+00:00,0.0,824.25,600.75,161.75,20.0,76.25,223.0,36.5,1942.5,0.0,17.0,3260.0,1942.5,3277.0,-1334.5,None,IT_CNOR,2026-04-23
2026-01-05 13:00:00+00:00,0.0,927.75,600.25,162.25,36.5,76.25,139.75,39.5,1982.25,0.0,0.75,3179.5,1982.25,3180.25,-1198.0,None,IT_CNOR,2026-04-23
2026-01-05 14:00:00+00:00,0.0,814.75,600.0,193.75,42.0,75.25,53.5,40.25,1819.5,0.0,0.0,3116.5,1819.5,3116.5,-1297.0,None,IT_CNOR,2026-04-23
2026-01-05 15:00:00+00:00,0.0,906.0,603.0,204.0,39.5,76.0,5.0,26.75,1860.25,4.0,0.0,3168.0,1864.25,3168.0,-1303.75,None,IT_CNOR,2026-04-23
2026-01-05 16:00:00+00:00,0.0,953.25,602.25,204.75,20.0,77.5,0.0,36.0,1893.75,13.25,0.0,3260.75,1907.0,3260.75,-1353.75,None,IT_CNOR,2026-04-23
2026-01-05 17:00:00+00:00,0.0,1013.5,602.0,208.25,19.75,78.0,0.0,29.75,1951.25,17.0,0.0,3276.75,1968.25,3276.75,-1308.5,None,IT_CNOR,2026-04-23
2026-01-05 18:00:00+00:00,0.0,919.75,602.0,202.5,10.5,77.75,0.0,24.0,1836.5,8.75,0.0,3206.5,1845.25,3206.5,-1361.25,None,IT_CNOR,2026-04-23
2026-01-05 19:00:00+00:00,0.0,851.25,602.0,200.75,19.75,81.0,0.0,26.25,1781.0,0.0,0.0,3007.25,1781.0,3007.25,-1226.25,None,IT_CNOR,2026-04-23
2026-01-05 20:00:00+00:00,0.0,815.75,602.0,207.0,19.75,82.5,0.0,33.0,1760.0,0.0,0.0,2843.0,1760.0,2843.0,-1083.0,None,IT_CNOR,2026-04-23
2026-01-05 21:00:00+00:00,0.0,814.75,602.0,180.25,10.25,79.5,0.0,32.5,1719.25,0.0,0.0,2582.75,1719.25,2582.75,-863.5,None,IT_CNOR,2026-04-23
2026-01-05 22:00:00+00:00,0.0,738.75,603.0,165.5,10.0,79.25,0.0,34.75,1631.25,0.0,0.5,2273.5,1631.25,2274.0,-642.75,None,IT_CNOR,2026-04-23
2026-01-05 23:00:00+00:00,0.0,833.5,602.75,135.75,0.0,74.5,0.0,34.75,1681.25,0.0,9.0,2029.75,1681.25,2038.75,-357.5,None,IT_CNOR,2026-04-23
2026-01-06 00:00:00+00:00,0.0,886.25,602.25,123.75,0.0,74.5,0.0,31.5,1718.25,15.75,0.0,1924.75,1734.0,1924.75,-190.75,None,IT_CNOR,2026-04-23
2026-01-06 01:00:00+00:00,0.0,800.5,603.0,122.25,0.0,74.0,0.0,28.5,1628.25,0.0,14.0,1842.75,1628.25,1856.75,-228.5,None,IT_CNOR,2026-04-23
2026-01-06 02:00:00+00:00,0.0,775.0,603.0,116.5,0.0,74.0,0.0,43.5,1612.0,0.0,16.5,1831.25,1612.0,1847.75,-235.75,None,IT_CNOR,2026-04-23
2026-01-06 03:00:00+00:00,0.0,748.5,603.0,104.75,0.0,74.5,0.0,45.75,1576.5,0.0,14.5,1795.0,1576.5,1809.5,-233.0,None,IT_CNOR,2026-04-23
2026-01-06 04:00:00+00:00,0.0,947.25,602.75,110.25,0.0,74.0,0.0,42.25,1776.5,0.0,2.5,1868.75,1776.5,1871.25,-94.75,None,IT_CNOR,2026-04-23
2026-01-06 05:00:00+00:00,0.0,947.5,602.25,119.5,0.0,73.75,0.0,57.75,1800.75,0.0,0.0,2075.75,1800.75,2075.75,-275.0,None,IT_CNOR,2026-04-23
2026-01-06 06:00:00+00:00,0.0,984.5,602.25,119.5,0.0,73.75,0.0,65.75,1845.75,0.0,0.0,2299.75,1845.75,2299.75,-454.0,None,IT_CNOR,2026-04-23
2026-01-06 07:00:00+00:00,0.0,1029.5,602.25,130.5,0.0,74.5,8.0,66.5,1911.25,0.0,0.0,2488.5,1911.25,2488.5,-577.25,None,IT_CNOR,2026-04-23
2026-01-06 08:00:00+00:00,0.0,1024.5,603.0,127.75,0.0,75.25,25.75,81.5,1937.75,4.25,0.0,2711.25,1942.0,2711.25,-769.25,None,IT_CNOR,2026-04-23
2026-01-06 09:00:00+00:00,0.0,980.0,603.0,128.5,0.0,73.5,72.0,89.25,1946.25,0.0,0.0,2882.75,1946.25,2882.75,-936.5,None,IT_CNOR,2026-04-23
2026-01-06 10:00:00+00:00,0.0,978.5,602.0,128.5,0.0,74.5,156.0,70.25,2009.75,0.0,0.0,3115.25,2009.75,3115.25,-1105.5,None,IT_CNOR,2026-04-23
2026-01-06 11:00:00+00:00,0.0,960.25,602.25,128.25,0.0,75.25,198.25,74.25,2038.5,0.0,0.25,3206.0,2038.5,3206.25,-1167.75,None,IT_CNOR,2026-04-23
2026-01-06 12:00:00+00:00,0.0,938.75,604.75,139.0,0.0,74.5,178.25,76.75,2012.0,0.0,12.75,3074.0,2012.0,3086.75,-1074.75,None,IT_CNOR,2026-04-23
2026-01-06 13:00:00+00:00,0.0,922.0,604.75,141.75,0.0,75.25,114.5,74.0,1932.25,0.0,4.25,2967.25,1932.25,2971.5,-1039.25,None,IT_CNOR,2026-04-23
2026-01-06 14:00:00+00:00,0.0,916.75,604.75,147.5,0.0,75.25,45.5,73.0,1862.75,0.0,0.0,2869.75,1862.75,2869.75,-1007.0,None,IT_CNOR,2026-04-23
2026-01-06 15:00:00+00:00,0.0,974.75,604.75,150.5,0.0,75.75,5.75,77.25,1888.75,6.25,0.0,2910.0,1895.0,2910.0,-1015.0,None,IT_CNOR,2026-04-23
2026-01-06 16:00:00+00:00,0.0,976.75,604.5,162.0,0.0,75.0,0.0,74.5,1892.75,13.0,0.0,3050.5,1905.75,3050.5,-1144.75,None,IT_CNOR,2026-04-23
2026-01-06 17:00:00+00:00,0.0,1012.75,604.25,164.25,0.0,74.5,0.0,77.75,1933.5,17.0,0.0,3108.25,1950.5,3108.25,-1157.75,None,IT_CNOR,2026-04-23
2026-01-06 18:00:00+00:00,0.0,994.0,604.25,168.25,0.0,73.75,0.0,78.75,1919.0,11.75,0.0,3177.0,1930.75,3177.0,-1246.25,None,IT_CNOR,2026-04-23
