,Solar,Wind Onshore,Biomass,Hydro Run-of-river and poundage,Other renewable,Storage,Fossil Gas,Waste,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Other,bidding_zone,source_download_date
2026-01-01 12:00:00+00:00,8.497820264923888,606.9052269831498,8.508284336231352,10.277241210377792,0.0,0.0,12.112306073258843,23.773451207722346,0.0,0.0,0.0,15.925669924336052,LV,2026-04-23
2026-01-01 13:00:00+00:00,1.6755719836145764,708.9179026182952,9.797820075431966,11.838280264042849,0.0,0.0,13.034336564736972,27.67071893672124,0.0,0.0,0.0,17.06536955715713,LV,2026-04-23
2026-01-01 14:00:00+00:00,0.15989451469188903,715.2840977620365,9.810708512086972,12.271660633970676,0.0,4.155800047576272,13.969967283122438,28.424922038747884,0.0,0.0,0.0,22.92294920776739,LV,2026-04-23
2026-01-01 15:00:00+00:00,1.3169137772308446e-05,680.6978900413881,8.771375911885023,39.700500678180454,0.0,5.2099986379338485,12.72719425973968,29.32056067939015,0.0,0.0,0.0,24.572466622344965,LV,2026-04-23
2026-01-01 16:00:00+00:00,0.0,662.2034919874485,8.356176599181065,34.44624666692179,0.0,34.60470610503128,12.701457064029292,29.703717245438778,0.0,0.0,0.0,17.98420433194933,LV,2026-04-23
2026-01-01 17:00:00+00:00,0.0,692.4482113691312,8.422269739980672,40.79487798407894,0.0,0.9447694740430185,12.98229418016916,40.1570426735522,0.0,0.0,0.0,20.85053457904482,LV,2026-04-23
2026-01-01 18:00:00+00:00,0.0,705.1053717845275,8.600860371469258,34.44153267119651,0.0,1.1992008163720456,13.239606095285847,39.150324449441854,0.0,0.0,0.0,19.26310381170694,LV,2026-04-23
2026-01-01 19:00:00+00:00,0.0,745.1904499196373,9.234352803832117,18.19180975924266,0.0,0.0,14.186657820851133,31.4304430939948,0.0,0.0,0.0,16.89128660244197,LV,2026-04-23
2026-01-01 20:00:00+00:00,0.0,765.9189596731261,9.992640939011558,13.3923730643389,0.0,0.0,15.375473503214959,31.056558851762805,0.0,0.0,0.0,19.26399396854565,LV,2026-04-23
2026-01-01 21:00:00+00:00,0.0,738.8558779752567,9.668861096011575,13.137862213909447,0.0,0.0,14.625424586485092,31.101848701171665,0.0,0.0,0.0,20.635125427165573,LV,2026-04-23
2026-01-01 22:00:00+00:00,0.0,732.379757365198,9.805184645588504,13.054609108446776,0.0,0.0,14.994064204064903,31.66523079861231,0.0,0.0,0.0,19.3761538780895,LV,2026-04-23
2026-01-01 23:00:00+00:00,0.0,463.0093397731796,6.7902783107614315,8.98564372973205,0.0,0.0,10.210829730849616,23.228051090606442,0.0,0.0,0.0,13.575857364870807,LV,2026-04-23
2026-01-02 00:00:00+00:00,0.0,577.9701168148142,8.14650551399195,10.983396010363206,0.0,0.0,12.479942647286858,27.925736891001986,0.0,0.0,0.0,19.01930212254175,LV,2026-04-23
2026-01-02 01:00:00+00:00,0.0,436.1997548953214,7.384102329164765,9.357581547715807,0.0,0.0,10.646415481624008,25.335562833019434,0.0,0.0,0.0,13.826582913154613,LV,2026-04-23
2026-01-02 02:00:00+00:00,0.0,480.5950995123252,7.796639318366357,10.341062853983866,0.0,0.0,11.712971496843206,25.913810700066975,0.0,0.0,0.0,14.490416118414462,LV,2026-04-23
2026-01-02 03:00:00+00:00,0.0,601.3535306148293,9.675444936813163,12.641277480331494,0.0,0.0,14.497270775309602,32.64497312275806,0.0,0.0,0.0,17.76250306995836,LV,2026-04-23
2026-01-02 04:00:00+00:00,0.0,429.6321001780925,7.663863414872131,10.367819179852589,0.0,0.3852771655544855,11.761910612609508,27.451363113638603,0.0,0.0,0.0,15.18766633538009,LV,2026-04-23
2026-01-02 05:00:00+00:00,1.1501803101334296,335.17695353854674,36.93321582265427,2.435542942607696,0.0,0.0,5.432967989800034,18.30172363259805,38.025658131987015,0.0,0.0,2.793757631672713,LV,2026-04-23
2026-01-02 06:00:00+00:00,0.3055479152253348,381.73257194714313,39.51069971356621,3.430374657938475,0.0,0.0,6.705838108459448,23.29550636788159,38.39377958768135,0.0,0.0,4.7506817021044325,LV,2026-04-23
2026-01-02 07:00:00+00:00,2.960848561967506,393.3229834292575,36.58185817444273,4.151951094382341,0.0,0.08547961313754684,7.3635422121499685,25.808778234832168,32.57280941808231,0.0,0.0,6.101749261747958,LV,2026-04-23
2026-01-02 08:00:00+00:00,12.786078643434362,379.21751921509343,40.62217732201129,4.267354142768794,0.0,24.084834215196103,7.570941630044946,26.23257907745105,36.11411982825917,0.0,0.0,6.204395925740807,LV,2026-04-23
2026-01-02 09:00:00+00:00,18.837135732673282,356.0598325250336,35.50697940292902,4.381082996404114,0.0,0.07143796517387464,7.305787772592007,25.829791920004702,31.556405788541056,0.0,0.0,6.851545896648336,LV,2026-04-23
2026-01-02 10:00:00+00:00,24.255918031830376,507.87492833256067,8.187152175047391,10.986432975521438,0.0,3.7523279636577804,12.726205505313086,46.29577843174109,0.0,0.0,0.0,22.321256584328196,LV,2026-04-23
2026-01-02 11:00:00+00:00,26.179113423508365,648.7557320744677,10.77550931877403,14.733350528558747,0.0,119.97871943895609,16.754222962642523,61.235068295575495,0.0,0.0,0.0,26.68828395751719,LV,2026-04-23
2026-01-02 12:00:00+00:00,12.469365225818368,614.8195995646153,10.249399761818614,14.011705412426473,0.0,222.98619015389073,15.923638060458117,57.27321481421356,0.0,0.0,0.0,21.441887006758755,LV,2026-04-23
2026-01-02 13:00:00+00:00,3.8628891914688714,634.002425283505,10.288783980113404,13.538619088541967,0.0,217.45055449346088,16.022941795278008,57.06141153889686,0.0,0.0,0.0,26.44737462873497,LV,2026-04-23
2026-01-02 14:00:00+00:00,0.16364483765045384,563.3750597799998,8.813626967838571,11.596297153149468,0.0,95.19027622807107,13.723780216129546,49.202420234220014,0.0,0.0,0.0,22.234894582941006,LV,2026-04-23
2026-01-02 15:00:00+00:00,1.5623182082500793e-05,584.0850669608657,9.471368221649323,23.015070397968678,0.0,98.99277312248644,14.676370018220027,53.133850624697565,0.0,0.0,0.0,21.075485030930253,LV,2026-04-23
2026-01-02 16:00:00+00:00,0.0,680.3992668304487,10.461334129341692,25.32243608128807,0.0,214.80841533389483,16.11774774118235,58.37471852430135,0.0,0.0,0.0,21.51608135954286,LV,2026-04-23
2026-01-02 17:00:00+00:00,0.0,629.6667801692744,9.75046920631853,23.591961574059177,0.0,173.44024391593825,15.011251908581976,54.393264829829484,0.0,0.0,0.0,18.521028395998147,LV,2026-04-23
2026-01-02 18:00:00+00:00,0.0,514.7295047412601,8.132410695478978,19.677489034315613,0.0,0.33493951232663227,12.504076900150558,45.499528890618194,0.0,0.0,0.0,16.57205022584998,LV,2026-04-23
2026-01-02 19:00:00+00:00,0.10564375704189286,163.85166099861726,4.0390467369031295,6.818198009341462,0.0,0.036914653642365666,4.420973643499022,16.080801578748133,1.275468605961282,0.0,0.0,5.896292016245432,LV,2026-04-23
2026-01-02 20:00:00+00:00,0.0,279.264115141378,5.134780558540612,6.647505791096874,0.0,0.2055521989486225,7.7991811775435815,28.55998975337758,0.0,0.0,0.0,10.613875379114777,LV,2026-04-23
2026-01-02 21:00:00+00:00,0.5234988388809024,180.7834022478979,13.431461593298353,4.617282139071067,0.0,1.074958392003621,6.095620340545151,21.89396754097209,9.649828596704634,0.0,0.0,8.479980310626354,LV,2026-04-23
2026-01-02 22:00:00+00:00,0.0,343.04188271576317,7.74108645209814,10.28242709708294,0.0,1.3368093857509655,11.954952274525908,43.559223874431765,0.0,0.0,0.0,19.28361820034707,LV,2026-04-23
2026-01-02 23:00:00+00:00,1.8396742957746477,173.9025226844911,44.36288523890557,4.458920684534486,0.0,0.0,7.657005183681453,27.445929218658,41.169410211267596,0.0,0.0,7.7636524826871645,LV,2026-04-23
2026-01-03 00:00:00+00:00,0.2640768782760629,116.18656017317792,66.9573907373747,1.7704943095529817,0.0,0.0,5.954526154048221,22.27286704835274,71.00733838089691,0.0,0.0,1.2367463183204648,LV,2026-04-23
2026-01-03 01:00:00+00:00,0.03355585354477613,136.75897148671518,11.995031967696729,4.527811141198955,0.0,0.0,5.805151151456432,21.3304377378714,8.985511893656719,0.0,0.0,6.463528767859813,LV,2026-04-23
2026-01-03 02:00:00+00:00,0.0,177.6369565025199,5.966319035592294,7.538987439778812,0.0,0.0,9.219359474752743,33.69764491606476,0.0,0.0,0.0,11.765732631291469,LV,2026-04-23
2026-01-03 03:00:00+00:00,0.0,162.6878719997282,4.832093794945452,6.169747350463483,0.0,0.0,7.452299053484369,27.29203229941099,0.0,0.0,0.0,9.565955501967533,LV,2026-04-23
2026-01-03 04:00:00+00:00,1.109636655948553,139.82031696637523,65.57519028626383,3.9415829365239725,0.16238585209003215,0.0,8.517272316041012,30.991936345990045,66.57819935691319,0.0,0.0,4.82847928385412,LV,2026-04-23
2026-01-03 05:00:00+00:00,1.7895895570853357,100.23615421770398,53.07272109529414,3.2747895926409263,0.785673464086245,0.0,7.525302739942468,25.461332207600265,53.55674113521237,0.0,0.0,4.397695990434284,LV,2026-04-23
2026-01-03 06:00:00+00:00,4.614872821705877,109.29209230171841,70.67923474167144,3.3514977682690144,1.0539613716988567,0.002729160638968435,8.807527379624075,28.600419061591353,72.1963539613717,0.0,0.0,3.901311431710293,LV,2026-04-23
2026-01-03 07:00:00+00:00,3.7832146304909458,149.94859276838997,53.43428784631786,5.427058960957587,0.7440964523281597,30.4472683092697,9.956256384292352,33.97715829298531,50.701905487804886,0.0,0.0,7.455160867163211,LV,2026-04-23
2026-01-03 08:00:00+00:00,7.6974656293854515,39.595754480176694,40.075252483886096,1.3261609073245408,0.593151059466849,0.02311474786247291,4.483034221145147,13.99183165883277,40.86151742993849,0.0,0.0,1.5277173819815129,LV,2026-04-23
2026-01-03 09:00:00+00:00,5.433604550691245,9.790862615207375,30.69532690092166,0.41497695852534566,0.4668490783410139,0.0,2.852966589861752,8.286571140552997,32.10884216589862,0.0,0.0,0.0,LV,2026-04-23
2026-01-03 10:00:00+00:00,6.552570770936794,85.10283045560968,2.5661467701585443,3.1788229703429085,0.0,0.46021044363261315,3.840606833653728,14.069180482467608,0.0,0.0,0.0,9.30463127319812,LV,2026-04-23
2026-01-03 11:00:00+00:00,3.637751739937179,34.21181441513238,5.87797674260987,1.228986390571041,0.07575423612067778,0.05705614935370573,1.8237463706717896,6.32666523420938,5.386967901914864,0.0,0.0,3.423280819479101,LV,2026-04-23
2026-01-03 12:00:00+00:00,5.976154974868136,86.15713878608237,23.23931267581626,2.911225508221432,0.3264627659574469,19.183243919391906,5.068406215740125,17.104466561446092,22.59847813238771,0.0,0.0,7.3351104600885675,LV,2026-04-23
2026-01-03 13:00:00+00:00,1.0649962707287395,131.5607918552057,2.9314256411084925,3.8579917887517525,0.0,27.31203089427776,4.522971695703517,16.388038608128863,0.0,0.0,0.0,10.086753246095201,LV,2026-04-23
2026-01-03 14:00:00+00:00,0.06680592062335132,189.8880725760466,3.676495446505471,4.835288875768937,0.0,32.558601266670536,5.668862881723734,20.51489954896412,0.0,0.0,0.0,9.865973483697221,LV,2026-04-23
2026-01-03 15:00:00+00:00,2.5341971063187284e-06,95.27137666013189,1.6401655194929377,2.1564297236556196,0.0,16.54940644727486,2.530108013110824,9.140782782557386,0.0,0.0,0.0,4.91172831957938,LV,2026-04-23
2026-01-03 16:00:00+00:00,0.2741452387680136,73.76165742897273,8.592184145483001,1.573602340915702,0.11749081661486298,11.43697182940869,2.3693213325055633,8.321090909174302,8.15908448714326,0.0,0.0,2.3444514710138824,LV,2026-04-23
2026-01-03 17:00:00+00:00,0.36961471103327487,271.8789139327656,18.68917293517639,9.54287354687416,0.23760945709281964,73.45683094415236,7.246472813973003,25.7262592828858,16.38185201401051,0.0,0.0,7.795400362036045,LV,2026-04-23
2026-01-03 18:00:00+00:00,0.42979942693409756,345.2822832269261,25.45932233004723,6.655478926283218,0.3223495702005731,46.24457437352801,9.271289879775958,32.81981450729882,22.582378223495706,0.0,0.0,9.53270953551026,LV,2026-04-23
2026-01-03 19:00:00+00:00,0.4112615823235924,315.06595951315074,28.458678038294416,5.934550429920574,0.11309693513898791,41.40514584387919,8.664639827256277,30.205881259772788,26.197362794012836,0.0,0.0,8.36842377625061,LV,2026-04-23
2026-01-03 20:00:00+00:00,0.15188419800802738,296.2095907968714,43.79093345303566,5.884716241320245,0.0,0.09669117483490437,9.334838758789461,32.7547230559286,42.79759179426194,0.0,0.0,8.129030526949782,LV,2026-04-23
2026-01-03 21:00:00+00:00,3.041081528486688,294.5906921687303,60.62117001169857,5.907783329669004,0.0,0.8328645842760533,9.844945543705087,35.32782769397007,60.679079873085946,0.0,0.0,8.8545552663783,LV,2026-04-23
2026-01-03 22:00:00+00:00,2.0505430711610484,256.2530094439111,64.55409498092696,4.62617011232255,0.0,0.36412037233282873,8.57888868403456,30.42990605833041,66.82667290886393,0.0,0.0,6.2665943681166185,LV,2026-04-23
2026-01-03 23:00:00+00:00,0.3817249287219536,112.20721010332525,71.30510605184944,1.7352075827770852,0.0,0.0,5.540867528238258,20.658355003898908,74.5538149250031,0.0,0.0,1.242713876185986,LV,2026-04-23
2026-01-04 00:00:00+00:00,3.147142001198323,94.82330849275495,69.39512104230931,1.3105461737225603,0.0,0.0,4.973194109988771,18.908234084061196,73.57901437986818,0.0,0.0,0.5884397160967263,LV,2026-04-23
2026-01-04 01:00:00+00:00,7.7801441794232815,85.20457458170168,82.87395870416519,1.0967604129583484,0.0,0.0,5.10679067283731,20.838447846208616,85.92432360270558,0.0,0.0,0.0,LV,2026-04-23
2026-01-04 02:00:00+00:00,2.7130153738644305,87.30679594689029,82.30569531795946,1.0459818308874913,0.0,0.0,4.8376659678546465,20.788888888888884,81.6519566736548,0.0,0.0,0.0,LV,2026-04-23
2026-01-04 03:00:00+00:00,1.1605711599482897,102.90648062654039,76.91072778845509,1.3751771659417362,0.0,0.0,5.157590481247571,21.98198231387526,79.67164179104476,0.0,0.0,0.5858286729468531,LV,2026-04-23
2026-01-04 04:00:00+00:00,2.3684516486220475,111.3218572109609,86.19818080284027,1.6462636922936071,0.0,0.0,6.141355062837944,25.479872648944045,85.72380967027559,0.0,0.0,0.8202092632255913,LV,2026-04-23
2026-01-04 05:00:00+00:00,2.625186196623634,74.22809086395232,92.14784011916582,1.217477656405164,0.0,0.0,6.011295928500496,25.1104766633565,95.45785749751735,9.701775074478649,0.0,0.0,LV,2026-04-23
2026-01-04 06:00:00+00:00,5.237453252076573,76.96051693367264,69.71547230455838,1.3365264443819975,0.0,0.0,5.0485321880707685,20.148541157266834,68.9278922495274,71.34300567107749,0.0,0.9820597993678897,LV,2026-04-23
2026-01-04 07:00:00+00:00,13.229580970954808,76.50130759000466,66.21346682912966,2.1534629205058677,0.0,0.49576615229059473,5.053971163348301,20.808058186343104,61.576521277464686,101.49052928203874,0.0,2.1523356279196464,LV,2026-04-23
2026-01-04 08:00:00+00:00,7.833332268800466,68.76181191494265,62.67387986847992,1.4831061176957379,0.0,2.960459708757416,4.731606369961752,19.452980313280005,59.109433821888246,122.11877464474367,0.0,1.8996149714500885,LV,2026-04-23
2026-01-04 09:00:00+00:00,13.794203099349303,85.46289203451754,55.00878068766857,2.522329596834436,0.0,0.6594908137290492,7.160330587377073,22.1222309759372,51.601666069509136,112.80980831243282,0.0,3.9832678226448777,LV,2026-04-23
2026-01-04 10:00:00+00:00,13.91438864265167,53.16986532334387,55.235379465514264,1.91892866938705,0.5171205285207864,0.5192456705093622,4.905246082946114,17.74850477353299,52.97382694166935,144.75237834353854,0.0,2.5201155583860504,LV,2026-04-23
2026-01-04 11:00:00+00:00,5.365748212294168,29.41281243849636,40.40271600078725,0.4864134356753921,0.5472151151348161,0.0,2.082457521485272,10.427488027291217,38.83707275470708,104.13807649412847,0.0,0.0,LV,2026-04-23
2026-01-04 12:00:00+00:00,3.650867921157625,26.895258441017088,42.90168373727148,0.5101649496814149,0.5739355683915918,0.0,2.168201036146013,10.920718454117788,41.08422110403144,139.01994878818556,0.0,0.0,LV,2026-04-23
2026-01-04 13:00:00+00:00,2.8590377697841722,29.755170863309353,47.33295863309352,0.564748201438849,0.635341726618705,0.0,3.4061375899280577,11.718525179856114,44.15625,153.94683003597123,0.0,0.0,LV,2026-04-23
2026-01-04 14:00:00+00:00,3.0080406928461265,32.584105469213426,46.993881243326605,0.5763910309645273,0.6484399098350931,0.0,5.133482619527821,11.942101672796301,43.33740064064539,159.42615672084472,0.0,0.0,LV,2026-04-23
2026-01-04 15:00:00+00:00,0.9416487262289202,32.4455806721684,41.87858808754934,0.5286448989355341,0.5947255113024759,0.0,4.757804090419807,11.167623490013156,41.74642686281546,142.18895766056693,0.0,0.0,LV,2026-04-23
2026-01-04 16:00:00+00:00,0.6651236653601839,33.94467882435735,33.34911558774621,0.6652041214965179,0.47888903905933244,0.0,3.7975648822662085,10.169530769033539,32.870411542100285,91.02882484119476,0.0,0.5056567273856268,LV,2026-04-23
2026-01-04 17:00:00+00:00,0.2299341398811654,67.65770376985726,14.737374616086349,1.7436678247510233,0.19708640561242752,0.0,4.70129341507534,10.622630559215501,13.067923616579566,33.16526236666905,0.0,3.1771232862723098,LV,2026-04-23
2026-01-04 18:00:00+00:00,0.0,213.19343505718803,4.531293229830916,5.6523560328871625,0.0,0.0,11.937260806846115,23.422433168564496,0.0,0.0,0.0,10.713221704683278,LV,2026-04-23
2026-01-04 19:00:00+00:00,0.0,278.0610485862116,5.347772047890945,6.551511012968639,0.0,0.13748917217691312,14.090768584908732,27.4575934554704,0.0,0.0,0.0,12.903817140372782,LV,2026-04-23
2026-01-04 20:00:00+00:00,0.0,469.03805326109745,9.06195364046055,10.901463722651293,0.0,0.0,23.878973990707053,46.63659804446261,0.0,0.0,0.0,17.782957340621007,LV,2026-04-23
2026-01-04 21:00:00+00:00,0.0,567.3158002244251,11.63993738893587,13.840293007926624,0.0,0.0,30.644073753545914,59.40366993723597,0.0,0.0,0.0,21.00622568793064,LV,2026-04-23
2026-01-04 22:00:00+00:00,0.0,562.2403737330853,11.624269494690212,13.870737515566356,0.0,0.0,30.623537933400886,59.404396830302495,0.0,0.0,0.0,21.336684492954795,LV,2026-04-23
2026-01-04 23:00:00+00:00,0.0,565.6223153107646,10.518865218545233,12.636192109122483,0.0,0.0,27.73045514764899,54.134746833246865,0.0,0.0,0.0,22.132425380671762,LV,2026-04-23
2026-01-05 00:00:00+00:00,0.0,521.7705283348668,9.842595348355623,11.465796622523856,0.0,0.0,25.928902774422507,49.95373120739252,0.0,0.0,0.0,18.738445712438804,LV,2026-04-23
2026-01-05 01:00:00+00:00,0.0,223.61742965123338,4.026174224987285,4.882529946868116,0.0,0.0,10.618131654980122,20.450083341498875,0.0,0.0,0.0,7.60565118043222,LV,2026-04-23
2026-01-05 02:00:00+00:00,0.0,259.15123461364374,4.939407157129454,5.8708241349683865,0.0,0.0,17.705072774753432,25.066528207638132,0.0,0.0,0.0,9.41693311186681,LV,2026-04-23
2026-01-05 03:00:00+00:00,0.0,417.8848094548408,9.770523839968494,11.650645228523898,0.0,0.0,43.79058915988348,49.49721000585076,0.0,0.0,0.0,24.58122231093258,LV,2026-04-23
2026-01-05 04:00:00+00:00,0.0,320.01031659275696,7.722905659968277,16.173338013575144,0.0,0.0,47.71209325427379,38.63650078896741,0.0,0.0,0.0,20.769845690458446,LV,2026-04-23
2026-01-05 05:00:00+00:00,0.0,262.1303577367579,6.5342469118871085,8.197453646314282,0.0,0.5927583511759157,105.57343811643142,32.83266042837306,0.0,0.0,0.0,19.089084809060406,LV,2026-04-23
2026-01-05 06:00:00+00:00,0.06841783053772883,83.67828512355545,2.3088916551599725,2.8554292850687064,0.0,32.37323727808932,29.64890052543237,11.511920230917902,0.0,0.0,0.0,8.004918071238531,LV,2026-04-23
2026-01-05 07:00:00+00:00,0.22866348870480452,13.354083614812348,0.4542012479669881,0.5675825067631507,0.0,9.719720944120398,1.1640272074431426,2.254031289868101,0.0,0.0,0.0,2.0826897003210703,LV,2026-04-23
2026-01-05 08:00:00+00:00,2.289424938803843,32.506338825764495,19.078541156698694,0.18641628000438423,0.20971831500493224,0.0,1.1068466625260311,3.903090862591794,13.77732819407402,86.3922947645318,0.0,0.0,LV,2026-04-23
2026-01-05 09:00:00+00:00,1.3145566085327187,10.454092497837994,8.865150259440762,0.07982127414240417,0.08979893341020469,0.0,0.4913997189391756,1.6064031421158838,5.836930671663304,40.48684689391756,0.0,0.0,LV,2026-04-23
2026-01-05 10:00:00+00:00,3.011801471882814,11.472893411739856,12.28427673509631,0.106848832705377,0.12020493679354911,0.0,0.8047052713123705,2.0902302897989373,7.763235501250048,57.17080354942077,0.0,0.0,LV,2026-04-23
2026-01-05 11:00:00+00:00,3.8633162849306952,14.83754910681195,22.14766788970425,0.19316581424653476,0.2173115410273516,0.0,1.4487436068490105,3.4407660662664,14.559873248832554,102.16660644133125,0.0,0.0,LV,2026-04-23
2026-01-05 12:00:00+00:00,0.4117440615457827,2.4455545861918555,5.153394535432446,0.04688900345005354,0.05275012888131023,0.0,0.35166752587540157,0.7971130586509103,3.4712515366617764,24.21963556331047,0.0,0.0,LV,2026-04-23
2026-01-05 13:00:00+00:00,0.2759757122126327,8.567422477659818,14.123462919117086,0.1298709233941801,0.14610478881845262,0.0,1.0511427862216451,1.7167312686168184,9.69161765829069,70.57267146566869,0.0,0.0,LV,2026-04-23
2026-01-05 14:00:00+00:00,0.8862254752465182,6.445948968181356,6.553258107146488,0.05920504218765885,0.06660567246111619,0.0,0.5772491613296737,0.9805835112330996,4.112900274473925,34.91802378774017,0.0,0.0,LV,2026-04-23
2026-01-05 15:00:00+00:00,1.4204975132308868,39.677625454313585,28.69886501307148,0.24076229037811644,0.2889147484537397,0.0,2.479851590894599,4.7590679398074345,17.58367260728177,156.5757428425684,0.0,0.0,LV,2026-04-23
2026-01-05 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,2026-04-23
2026-01-05 17:00:00+00:00,0.0,10.964216602891998,0.7396760711412502,1.7017930675445632,0.0,18.569654491805643,17.01944824773884,3.7145086205728113,0.0,0.0,0.0,2.8907028983049083,LV,2026-04-23
2026-01-05 18:00:00+00:00,0.2632689029499293,71.6996402877698,28.926670711623476,0.2303602900811881,0.29617751581867047,0.0,2.468145965155587,4.985654849614286,17.499154892953108,158.380926584034,0.0,0.0,LV,2026-04-23
2026-01-05 19:00:00+00:00,0.11802918189652609,67.8330569671035,28.7063831684051,0.23605836379305217,0.3035036105910672,0.0,2.12452527413747,5.311313185343675,17.6369320376809,161.4301982110487,0.0,0.0,LV,2026-04-23
2026-01-05 20:00:00+00:00,0.00473403259037273,4.167526690391459,1.7589561091340453,0.014728101392270713,0.01893613036149092,0.0,0.12203284010738592,0.32191421614534566,1.1224917275394894,9.31868015233814,0.0,0.0,LV,2026-04-23
2026-01-05 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,2026-04-23
2026-01-05 22:00:00+00:00,0.5256185797230906,23.98175078159893,11.099258597588207,0.09029030817329164,0.11608753907994641,0.0,0.393407771326485,1.931567664135775,6.90720857525681,63.25481018311746,0.0,0.0,LV,2026-04-23
2026-01-05 23:00:00+00:00,1.921009295227525,122.65882491675917,59.281394284128744,0.44453107658157603,0.5715399556048835,0.0,3.2387264150943396,9.605046476137625,34.371777885682576,340.0821496947836,0.0,0.0,LV,2026-04-23
2026-01-06 00:00:00+00:00,1.8959249313936681,116.19982885302016,56.533034317920276,0.4387264304051462,0.5640768390923309,0.0,3.697837056271947,9.275930242851665,34.94142642155273,307.4532149074921,0.0,0.0,LV,2026-04-23
2026-01-06 01:00:00+00:00,1.6641623255688414,130.0797295473562,51.38273097789415,0.3850954141812195,0.49512267537585364,0.0,3.232050797592378,8.142017328402927,31.068947879834816,283.1001430537937,0.0,0.0,LV,2026-04-23
2026-01-06 02:00:00+00:00,0.37429044228261954,156.4935074215224,51.812491224551195,0.37429044228261954,0.48123056864908226,0.0,3.1279986962190347,7.539278908835622,29.782825193059868,283.1640871025975,0.0,0.0,LV,2026-04-23
2026-01-06 03:00:00+00:00,0.12894888716031414,164.08745891149974,47.994775801068926,0.3610568840488796,0.4642159937771309,0.0,3.043193736983414,7.388771234286001,29.361661606403533,261.069916944772,0.0,0.0,LV,2026-04-23
2026-01-06 04:00:00+00:00,0.06964005132771173,94.50928743518568,28.86193238359608,0.216657937463992,0.2785602053108469,0.0,1.857068035405646,4.4027988006075525,16.938008039595665,148.34104711150684,0.0,0.0,LV,2026-04-23
2026-01-06 05:00:00+00:00,0.1897550459713835,70.99287171535826,22.70939421141396,0.17139165442576573,0.22036069854741314,0.0,1.4690713236494206,3.323773869756814,13.28897434851205,112.65940713236496,0.0,0.0,LV,2026-04-23
2026-01-06 06:00:00+00:00,0.9477168123286961,80.86055230904482,25.8726689765734,0.1895433624657392,0.24369860888452186,0.0,1.5908103635517399,3.5403992346279147,14.087133474685833,134.46747685783728,0.0,0.0,LV,2026-04-23
2026-01-06 07:00:00+00:00,0.3538858554342174,56.707817212688504,18.072089833593342,0.1339027561102444,0.17216068642745713,0.0,1.3677210088403537,2.8549980499219973,9.999666536661467,94.2627580603224,0.0,0.0,LV,2026-04-23
2026-01-06 08:00:00+00:00,1.4398642511721529,74.0215430689545,24.202239978398016,0.17528782188182732,0.22537005670520655,0.0,1.878083805876721,4.031619903282028,13.22797027272504,135.82302084100445,0.0,0.0,LV,2026-04-23
2026-01-06 09:00:00+00:00,7.038145194590688,127.33879684112726,52.40564867864147,0.38044028078868575,0.48913750387116745,0.0,4.035384406937132,8.424034788892328,28.4922596004955,297.8711527046557,0.0,0.0,LV,2026-04-23
2026-01-06 10:00:00+00:00,4.471570549098639,85.95107528365956,42.336741849101394,0.3083841757999061,0.396493940314165,0.0,2.6763340971206144,7.015739999447866,14.769399276702647,241.02426082875522,0.0,0.0,LV,2026-04-23
2026-01-06 11:00:00+00:00,2.1535415334534673,50.105733011684,30.62017017380689,0.2233302330988781,0.28713887112712894,0.0,1.7547375457768992,4.865408649654129,10.791635906527931,173.62330407487065,0.0,0.0,LV,2026-04-23
2026-01-06 12:00:00+00:00,1.7209755383037937,85.43719056686686,54.61608319906255,0.3982422733264977,0.5120257799912115,0.0,3.0721546799472685,8.704438259850594,19.72721546799473,311.31167423465655,0.0,0.0,LV,2026-04-23
2026-01-06 13:00:00+00:00,0.3771892195728063,84.17122507543934,55.01159694692622,0.40620377492456067,0.5222619963315781,0.0,3.0610355896100825,9.096063102774984,20.89047985326312,316.83894444115737,0.0,0.0,LV,2026-04-23
2026-01-06 14:00:00+00:00,0.8078414476518742,93.00947867298578,50.36891426109436,0.37699267557087457,0.48470486859112455,0.0,2.8005170185264974,8.455407152089617,19.105450236966828,293.340693666523,0.0,0.0,LV,2026-04-23
2026-01-06 15:00:00+00:00,1.7230018819654778,100.08933454876937,57.26264813126709,0.434631105360661,0.5588114211779929,0.0,3.477048842885288,10.151740818066868,21.607374952215718,332.57040829829157,0.0,0.0,LV,2026-04-23
2026-01-06 16:00:00+00:00,0.38409196201065554,99.77172805188788,57.50624855223535,0.43018299745193417,0.5530924252953441,0.0,4.071374797312949,10.00175469075747,21.432331480194584,336.44919504285383,0.0,0.0,LV,2026-04-23
2026-01-06 17:00:00+00:00,0.8002721108233172,94.93598410989203,55.12985652338407,0.41495590931579407,0.5335147405488782,0.0,3.2900075667180815,9.736644015017028,20.021622624487065,324.36214239981376,0.0,0.0,LV,2026-04-23
2026-01-06 18:00:00+00:00,0.15815065298507466,80.67121035447762,52.82231809701493,0.4025652985074627,0.5175839552238807,0.0,3.1342583955223886,9.489039179104479,26.19549906716418,288.98437500000006,0.0,0.0,LV,2026-04-23
