,IT_CSUD_IT_CNOR,IT_CNOR_IT_CSUD,IT_CSUD_IT_SARD,IT_SARD_IT_CSUD,IT_CSUD_IT_SUD,IT_SUD_IT_CSUD,IT_CSUD_ME,ME_IT_CSUD,IT_CSUD_IT_CNOR_net_export,IT_CSUD_IT_SARD_net_export,IT_CSUD_IT_SUD_net_export,IT_CSUD_ME_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,0.0,1842.5,372.5,0.0,0.0,1473.5,67.0,110.0,-1842.5,372.5,-1473.5,-43.0,-2986.5,None,IT_CSUD,2026-04-23
2026-01-01 01:00:00+00:00,0.0,1779.75,464.0,0.0,0.0,1566.75,32.0,109.0,-1779.75,464.0,-1566.75,-77.0,-2959.5,None,IT_CSUD,2026-04-23
2026-01-01 02:00:00+00:00,0.0,1463.0,518.5,0.0,0.0,1730.75,20.0,140.0,-1463.0,518.5,-1730.75,-120.0,-2795.25,None,IT_CSUD,2026-04-23
2026-01-01 03:00:00+00:00,0.0,992.0,305.25,0.0,0.0,1716.25,0.0,180.0,-992.0,305.25,-1716.25,-180.0,-2583.0,None,IT_CSUD,2026-04-23
2026-01-01 04:00:00+00:00,0.0,936.75,111.25,0.0,0.0,1507.25,0.0,180.0,-936.75,111.25,-1507.25,-180.0,-2512.75,None,IT_CSUD,2026-04-23
2026-01-01 05:00:00+00:00,0.0,1194.75,29.75,242.0,0.0,1318.75,0.0,165.0,-1194.75,-212.25,-1318.75,-165.0,-2890.75,None,IT_CSUD,2026-04-23
2026-01-01 06:00:00+00:00,0.0,1498.75,193.5,0.0,0.0,1651.0,40.0,180.0,-1498.75,193.5,-1651.0,-140.0,-3096.25,None,IT_CSUD,2026-04-23
2026-01-01 07:00:00+00:00,0.0,657.25,50.75,77.75,0.0,1985.0,10.0,169.0,-657.25,-27.0,-1985.0,-159.0,-2828.25,None,IT_CSUD,2026-04-23
2026-01-01 08:00:00+00:00,0.0,308.25,0.0,261.5,0.0,1741.5,7.0,162.0,-308.25,-261.5,-1741.5,-155.0,-2466.25,None,IT_CSUD,2026-04-23
2026-01-01 09:00:00+00:00,339.0,0.0,0.0,204.5,0.0,2336.25,0.0,162.0,339.0,-204.5,-2336.25,-162.0,-2363.75,None,IT_CSUD,2026-04-23
2026-01-01 10:00:00+00:00,201.0,38.0,189.5,34.0,0.0,2685.5,0.0,164.0,163.0,155.5,-2685.5,-164.0,-2531.0,None,IT_CSUD,2026-04-23
2026-01-01 11:00:00+00:00,247.5,0.0,332.0,0.0,0.0,2856.5,1.0,162.0,247.5,332.0,-2856.5,-161.0,-2438.0,None,IT_CSUD,2026-04-23
2026-01-01 12:00:00+00:00,917.75,0.0,0.0,139.25,0.0,2867.25,0.0,162.0,917.75,-139.25,-2867.25,-162.0,-2250.75,None,IT_CSUD,2026-04-23
2026-01-01 13:00:00+00:00,835.75,0.0,0.0,156.0,0.0,2814.25,0.0,162.0,835.75,-156.0,-2814.25,-162.0,-2296.5,None,IT_CSUD,2026-04-23
2026-01-01 14:00:00+00:00,474.25,0.0,5.5,45.25,0.0,2759.5,67.0,134.0,474.25,-39.75,-2759.5,-67.0,-2392.0,None,IT_CSUD,2026-04-23
2026-01-01 15:00:00+00:00,0.0,595.0,189.25,0.0,0.0,2023.0,36.0,142.0,-595.0,189.25,-2023.0,-106.0,-2534.75,None,IT_CSUD,2026-04-23
2026-01-01 16:00:00+00:00,0.0,1058.5,151.5,0.0,0.0,1875.75,37.0,106.0,-1058.5,151.5,-1875.75,-69.0,-2851.75,None,IT_CSUD,2026-04-23
2026-01-01 17:00:00+00:00,0.0,1219.25,400.75,0.0,0.0,2156.75,33.0,106.0,-1219.25,400.75,-2156.75,-73.0,-3048.25,None,IT_CSUD,2026-04-23
2026-01-01 18:00:00+00:00,0.0,967.25,417.25,0.0,0.0,2443.25,45.0,102.0,-967.25,417.25,-2443.25,-57.0,-3050.25,None,IT_CSUD,2026-04-23
2026-01-01 19:00:00+00:00,0.0,816.5,338.75,0.0,0.0,2349.75,58.0,132.0,-816.5,338.75,-2349.75,-74.0,-2901.5,None,IT_CSUD,2026-04-23
2026-01-01 20:00:00+00:00,0.0,848.5,235.75,0.0,0.0,2570.25,88.0,109.0,-848.5,235.75,-2570.25,-21.0,-3204.0,None,IT_CSUD,2026-04-23
2026-01-01 21:00:00+00:00,0.0,252.75,166.75,0.0,0.0,2789.75,90.0,110.0,-252.75,166.75,-2789.75,-20.0,-2895.75,None,IT_CSUD,2026-04-23
2026-01-01 22:00:00+00:00,447.5,0.0,52.25,0.0,0.0,2763.75,80.0,128.0,447.5,52.25,-2763.75,-48.0,-2312.0,None,IT_CSUD,2026-04-23
2026-01-01 23:00:00+00:00,153.75,111.25,0.0,124.75,0.0,1520.5,10.0,80.0,42.5,-124.75,-1520.5,-70.0,-1672.75,None,IT_CSUD,2026-04-23
2026-01-02 00:00:00+00:00,794.0,0.0,0.0,195.5,0.0,1738.75,10.0,80.0,794.0,-195.5,-1738.75,-70.0,-1210.25,None,IT_CSUD,2026-04-23
2026-01-02 01:00:00+00:00,1109.5,0.0,0.0,250.5,0.0,1901.25,10.0,80.0,1109.5,-250.5,-1901.25,-70.0,-1112.25,None,IT_CSUD,2026-04-23
2026-01-02 02:00:00+00:00,1327.5,0.0,99.25,36.25,0.0,2317.0,10.0,80.0,1327.5,63.0,-2317.0,-70.0,-996.5,None,IT_CSUD,2026-04-23
2026-01-02 03:00:00+00:00,1486.25,0.0,297.75,0.0,0.0,2707.25,10.0,80.0,1486.25,297.75,-2707.25,-70.0,-993.25,None,IT_CSUD,2026-04-23
2026-01-02 04:00:00+00:00,1631.25,0.0,101.5,104.25,0.0,2636.25,10.0,80.0,1631.25,-2.75,-2636.25,-70.0,-1077.75,None,IT_CSUD,2026-04-23
2026-01-02 05:00:00+00:00,996.0,0.0,37.0,60.0,0.0,2429.0,10.0,80.0,996.0,-23.0,-2429.0,-70.0,-1526.0,None,IT_CSUD,2026-04-23
2026-01-02 06:00:00+00:00,854.25,0.0,31.75,296.25,0.0,2377.5,10.0,80.0,854.25,-264.5,-2377.5,-70.0,-1857.75,None,IT_CSUD,2026-04-23
2026-01-02 07:00:00+00:00,922.5,0.0,0.0,491.75,0.0,2562.25,10.0,80.0,922.5,-491.75,-2562.25,-70.0,-2201.5,None,IT_CSUD,2026-04-23
2026-01-02 08:00:00+00:00,764.75,0.0,0.0,403.0,0.0,2460.25,10.0,80.0,764.75,-403.0,-2460.25,-70.0,-2168.5,None,IT_CSUD,2026-04-23
2026-01-02 09:00:00+00:00,1594.75,0.0,0.0,222.0,0.0,3620.25,10.0,80.0,1594.75,-222.0,-3620.25,-70.0,-2317.5,None,IT_CSUD,2026-04-23
2026-01-02 10:00:00+00:00,2330.75,0.0,0.0,342.75,0.0,3999.5,10.0,80.0,2330.75,-342.75,-3999.5,-70.0,-2081.5,None,IT_CSUD,2026-04-23
2026-01-02 11:00:00+00:00,1999.5,0.0,11.75,103.5,0.0,3915.0,10.0,80.0,1999.5,-91.75,-3915.0,-70.0,-2077.25,None,IT_CSUD,2026-04-23
2026-01-02 12:00:00+00:00,2311.25,0.0,0.0,411.5,0.0,3828.0,10.0,30.0,2311.25,-411.5,-3828.0,-20.0,-1948.25,None,IT_CSUD,2026-04-23
2026-01-02 13:00:00+00:00,1600.75,0.0,0.0,215.5,0.0,3700.25,10.0,30.0,1600.75,-215.5,-3700.25,-20.0,-2335.0,None,IT_CSUD,2026-04-23
2026-01-02 14:00:00+00:00,1301.5,0.0,0.0,148.5,0.0,3606.25,10.0,30.0,1301.5,-148.5,-3606.25,-20.0,-2473.25,None,IT_CSUD,2026-04-23
2026-01-02 15:00:00+00:00,652.5,0.0,8.25,117.75,0.0,3332.75,10.0,30.0,652.5,-109.5,-3332.75,-20.0,-2809.75,None,IT_CSUD,2026-04-23
2026-01-02 16:00:00+00:00,533.25,0.0,0.0,87.75,0.0,3497.0,10.0,80.0,533.25,-87.75,-3497.0,-70.0,-3121.5,None,IT_CSUD,2026-04-23
2026-01-02 17:00:00+00:00,987.5,0.0,0.0,602.5,0.0,3275.25,10.0,80.0,987.5,-602.5,-3275.25,-70.0,-2960.25,None,IT_CSUD,2026-04-23
2026-01-02 18:00:00+00:00,523.25,0.0,0.0,428.75,0.0,3261.25,10.0,80.0,523.25,-428.75,-3261.25,-70.0,-3236.75,None,IT_CSUD,2026-04-23
2026-01-02 19:00:00+00:00,844.0,0.0,0.0,437.5,0.0,3125.75,10.0,80.0,844.0,-437.5,-3125.75,-70.0,-2789.25,None,IT_CSUD,2026-04-23
2026-01-02 20:00:00+00:00,917.25,0.0,3.0,30.25,0.0,3225.25,10.0,80.0,917.25,-27.25,-3225.25,-70.0,-2405.25,None,IT_CSUD,2026-04-23
2026-01-02 21:00:00+00:00,1135.75,0.0,0.0,111.0,0.0,3121.0,10.0,80.0,1135.75,-111.0,-3121.0,-70.0,-2166.25,None,IT_CSUD,2026-04-23
2026-01-02 22:00:00+00:00,1678.25,0.0,0.0,236.25,0.0,3224.25,10.0,80.0,1678.25,-236.25,-3224.25,-70.0,-1852.25,None,IT_CSUD,2026-04-23
2026-01-02 23:00:00+00:00,1819.0,0.0,76.25,42.75,0.0,2972.75,30.0,236.0,1819.0,33.5,-2972.75,-206.0,-1326.25,None,IT_CSUD,2026-04-23
2026-01-03 00:00:00+00:00,2050.5,0.0,101.5,26.25,0.0,3004.75,30.0,231.0,2050.5,75.25,-3004.75,-201.0,-1080.0,None,IT_CSUD,2026-04-23
2026-01-03 01:00:00+00:00,2222.0,0.0,220.0,0.0,0.0,3234.25,30.0,252.0,2222.0,220.0,-3234.25,-222.0,-1014.25,None,IT_CSUD,2026-04-23
2026-01-03 02:00:00+00:00,2692.5,0.0,69.25,0.0,0.0,3338.25,30.0,280.0,2692.5,69.25,-3338.25,-250.0,-826.5,None,IT_CSUD,2026-04-23
2026-01-03 03:00:00+00:00,2414.0,0.0,135.5,0.0,0.0,3235.75,30.0,266.0,2414.0,135.5,-3235.75,-236.0,-922.25,None,IT_CSUD,2026-04-23
2026-01-03 04:00:00+00:00,2281.75,0.0,25.75,51.0,0.0,3049.5,30.0,276.0,2281.75,-25.25,-3049.5,-246.0,-1039.0,None,IT_CSUD,2026-04-23
2026-01-03 05:00:00+00:00,1778.5,0.0,0.0,92.5,0.0,2856.75,30.0,276.0,1778.5,-92.5,-2856.75,-246.0,-1416.75,None,IT_CSUD,2026-04-23
2026-01-03 06:00:00+00:00,973.5,0.0,10.0,153.0,0.0,2516.75,30.0,273.0,973.5,-143.0,-2516.75,-243.0,-1929.25,None,IT_CSUD,2026-04-23
2026-01-03 07:00:00+00:00,570.25,0.0,0.0,330.75,0.0,2268.75,30.0,263.0,570.25,-330.75,-2268.75,-233.0,-2262.25,None,IT_CSUD,2026-04-23
2026-01-03 08:00:00+00:00,504.25,0.0,0.0,241.25,0.0,2572.25,30.0,256.0,504.25,-241.25,-2572.25,-226.0,-2535.25,None,IT_CSUD,2026-04-23
2026-01-03 09:00:00+00:00,1064.0,0.0,0.0,128.25,0.0,3148.0,30.0,242.0,1064.0,-128.25,-3148.0,-212.0,-2424.25,None,IT_CSUD,2026-04-23
2026-01-03 10:00:00+00:00,1327.25,0.0,0.0,197.25,0.0,3833.75,30.0,212.0,1327.25,-197.25,-3833.75,-182.0,-2885.75,None,IT_CSUD,2026-04-23
2026-01-03 11:00:00+00:00,1146.75,0.0,0.0,148.75,0.0,3855.0,30.0,222.0,1146.75,-148.75,-3855.0,-192.0,-3049.0,None,IT_CSUD,2026-04-23
2026-01-03 12:00:00+00:00,1192.0,0.0,0.0,56.0,0.0,3808.25,45.0,219.0,1192.0,-56.0,-3808.25,-174.0,-2846.25,None,IT_CSUD,2026-04-23
2026-01-03 13:00:00+00:00,850.25,0.0,4.75,147.75,0.0,3504.25,45.0,238.0,850.25,-143.0,-3504.25,-193.0,-2990.0,None,IT_CSUD,2026-04-23
2026-01-03 14:00:00+00:00,705.75,0.0,8.75,52.0,0.0,3648.75,95.0,60.0,705.75,-43.25,-3648.75,35.0,-2951.25,None,IT_CSUD,2026-04-23
2026-01-03 15:00:00+00:00,430.25,0.0,157.25,0.0,0.0,3258.25,95.0,52.0,430.25,157.25,-3258.25,43.0,-2627.75,None,IT_CSUD,2026-04-23
2026-01-03 16:00:00+00:00,2.0,60.5,18.25,112.0,0.0,2892.75,80.0,62.0,-58.5,-93.75,-2892.75,18.0,-3027.0,None,IT_CSUD,2026-04-23
2026-01-03 17:00:00+00:00,71.5,20.25,0.0,146.0,0.0,2919.75,80.0,62.0,51.25,-146.0,-2919.75,18.0,-2996.5,None,IT_CSUD,2026-04-23
2026-01-03 18:00:00+00:00,103.75,97.0,137.75,59.75,0.0,3002.75,80.0,72.0,6.75,78.0,-3002.75,8.0,-2910.0,None,IT_CSUD,2026-04-23
2026-01-03 19:00:00+00:00,251.25,0.0,381.0,0.0,0.0,3385.25,80.0,57.0,251.25,381.0,-3385.25,23.0,-2730.0,None,IT_CSUD,2026-04-23
2026-01-03 20:00:00+00:00,1131.75,0.0,424.5,0.0,0.0,3685.5,80.0,96.0,1131.75,424.5,-3685.5,-16.0,-2145.25,None,IT_CSUD,2026-04-23
2026-01-03 21:00:00+00:00,1401.25,0.0,339.75,0.0,0.0,3878.0,105.0,211.0,1401.25,339.75,-3878.0,-106.0,-2243.0,None,IT_CSUD,2026-04-23
2026-01-03 22:00:00+00:00,1610.25,0.0,259.0,0.0,0.0,3649.75,80.0,236.0,1610.25,259.0,-3649.75,-156.0,-1936.5,None,IT_CSUD,2026-04-23
2026-01-03 23:00:00+00:00,1425.25,0.0,189.5,0.0,0.0,3225.0,45.0,202.0,1425.25,189.5,-3225.0,-157.0,-1767.25,None,IT_CSUD,2026-04-23
2026-01-04 00:00:00+00:00,1839.25,0.0,103.0,20.75,0.0,3217.0,45.0,217.0,1839.25,82.25,-3217.0,-172.0,-1467.5,None,IT_CSUD,2026-04-23
2026-01-04 01:00:00+00:00,1736.0,0.0,588.75,0.0,0.0,3447.75,0.0,236.0,1736.0,588.75,-3447.75,-236.0,-1359.0,None,IT_CSUD,2026-04-23
2026-01-04 02:00:00+00:00,1771.25,0.0,668.0,0.0,0.0,3368.5,0.0,256.0,1771.25,668.0,-3368.5,-256.0,-1185.25,None,IT_CSUD,2026-04-23
2026-01-04 03:00:00+00:00,1720.25,0.0,700.75,0.0,0.0,3438.75,0.0,265.0,1720.25,700.75,-3438.75,-265.0,-1282.75,None,IT_CSUD,2026-04-23
2026-01-04 04:00:00+00:00,1627.0,0.0,310.0,0.0,0.0,2943.0,0.0,265.0,1627.0,310.0,-2943.0,-265.0,-1271.0,None,IT_CSUD,2026-04-23
2026-01-04 05:00:00+00:00,1413.25,0.0,203.25,0.0,0.0,2771.0,0.0,246.0,1413.25,203.25,-2771.0,-246.0,-1400.5,None,IT_CSUD,2026-04-23
2026-01-04 06:00:00+00:00,1168.25,0.0,284.75,0.0,0.0,2509.25,0.0,280.0,1168.25,284.75,-2509.25,-280.0,-1336.25,None,IT_CSUD,2026-04-23
2026-01-04 07:00:00+00:00,736.5,0.0,350.0,0.0,0.0,2488.5,0.0,222.0,736.5,350.0,-2488.5,-222.0,-1624.0,None,IT_CSUD,2026-04-23
2026-01-04 08:00:00+00:00,1786.25,0.0,268.75,0.0,0.0,3709.75,15.0,155.0,1786.25,268.75,-3709.75,-140.0,-1794.75,None,IT_CSUD,2026-04-23
2026-01-04 09:00:00+00:00,1694.25,0.0,254.5,0.0,0.0,4001.5,6.0,106.0,1694.25,254.5,-4001.5,-100.0,-2152.75,None,IT_CSUD,2026-04-23
2026-01-04 10:00:00+00:00,1596.0,0.0,226.25,0.0,0.0,4018.25,1.0,95.0,1596.0,226.25,-4018.25,-94.0,-2290.0,None,IT_CSUD,2026-04-23
2026-01-04 11:00:00+00:00,1224.75,0.0,154.75,35.5,0.0,3802.0,9.0,95.0,1224.75,119.25,-3802.0,-86.0,-2544.0,None,IT_CSUD,2026-04-23
2026-01-04 12:00:00+00:00,1335.0,0.0,277.5,0.0,0.0,3929.25,25.0,128.0,1335.0,277.5,-3929.25,-103.0,-2419.75,None,IT_CSUD,2026-04-23
2026-01-04 13:00:00+00:00,942.5,0.0,224.5,0.0,0.0,3560.25,33.0,122.0,942.5,224.5,-3560.25,-89.0,-2482.25,None,IT_CSUD,2026-04-23
2026-01-04 14:00:00+00:00,378.25,0.0,310.5,0.0,0.0,3285.75,45.0,73.0,378.25,310.5,-3285.75,-28.0,-2625.0,None,IT_CSUD,2026-04-23
2026-01-04 15:00:00+00:00,745.25,0.0,418.75,0.0,0.0,3684.5,38.0,100.0,745.25,418.75,-3684.5,-62.0,-2582.5,None,IT_CSUD,2026-04-23
2026-01-04 16:00:00+00:00,414.5,0.0,129.75,15.75,0.0,3241.75,31.0,100.0,414.5,114.0,-3241.75,-69.0,-2782.25,None,IT_CSUD,2026-04-23
2026-01-04 17:00:00+00:00,969.75,0.0,0.0,41.25,0.0,3576.25,47.0,100.0,969.75,-41.25,-3576.25,-53.0,-2700.75,None,IT_CSUD,2026-04-23
2026-01-04 18:00:00+00:00,621.5,0.0,7.0,13.0,0.0,3553.0,74.0,100.0,621.5,-6.0,-3553.0,-26.0,-2963.5,None,IT_CSUD,2026-04-23
2026-01-04 19:00:00+00:00,134.5,22.25,530.25,0.0,0.0,3570.5,40.0,108.0,112.25,530.25,-3570.5,-68.0,-2996.0,None,IT_CSUD,2026-04-23
2026-01-04 20:00:00+00:00,139.0,0.0,541.75,0.0,0.0,3639.5,25.0,108.0,139.0,541.75,-3639.5,-83.0,-3041.75,None,IT_CSUD,2026-04-23
2026-01-04 21:00:00+00:00,342.0,0.0,454.5,0.0,0.0,3266.25,18.0,83.0,342.0,454.5,-3266.25,-65.0,-2534.75,None,IT_CSUD,2026-04-23
2026-01-04 22:00:00+00:00,45.75,301.0,370.0,0.0,0.0,2686.0,45.0,45.0,-255.25,370.0,-2686.0,0.0,-2571.25,None,IT_CSUD,2026-04-23
2026-01-04 23:00:00+00:00,0.0,640.5,171.0,0.0,0.0,1828.75,30.0,124.0,-640.5,171.0,-1828.75,-94.0,-2392.25,None,IT_CSUD,2026-04-23
2026-01-05 00:00:00+00:00,15.75,112.75,504.75,0.0,0.0,2353.75,30.0,124.0,-97.0,504.75,-2353.75,-94.0,-2040.0,None,IT_CSUD,2026-04-23
2026-01-05 01:00:00+00:00,83.25,0.0,482.25,0.0,0.0,2316.25,30.0,124.0,83.25,482.25,-2316.25,-94.0,-1844.75,None,IT_CSUD,2026-04-23
2026-01-05 02:00:00+00:00,36.25,63.5,712.25,0.0,0.0,2342.0,30.0,154.0,-27.25,712.25,-2342.0,-124.0,-1781.0,None,IT_CSUD,2026-04-23
2026-01-05 03:00:00+00:00,23.75,7.0,686.0,0.0,0.0,2252.25,30.0,154.0,16.75,686.0,-2252.25,-124.0,-1673.5,None,IT_CSUD,2026-04-23
2026-01-05 04:00:00+00:00,0.0,139.0,263.25,0.0,0.0,1838.0,30.0,154.0,-139.0,263.25,-1838.0,-124.0,-1837.75,None,IT_CSUD,2026-04-23
2026-01-05 05:00:00+00:00,1110.75,0.0,427.25,0.0,0.0,3092.75,40.0,64.0,1110.75,427.25,-3092.75,-24.0,-1578.75,None,IT_CSUD,2026-04-23
2026-01-05 06:00:00+00:00,2716.25,0.0,380.25,0.0,0.0,4255.5,116.0,47.0,2716.25,380.25,-4255.5,69.0,-1090.0,None,IT_CSUD,2026-04-23
2026-01-05 07:00:00+00:00,3272.0,0.0,94.5,112.0,0.0,4705.0,152.0,47.0,3272.0,-17.5,-4705.0,105.0,-1345.5,None,IT_CSUD,2026-04-23
2026-01-05 08:00:00+00:00,0.0,10000.0,12888.75,0.0,0.0,4683.25,137.0,47.0,-10000.0,12888.75,-4683.25,90.0,-1704.5,None,IT_CSUD,2026-04-23
2026-01-05 09:00:00+00:00,0.0,10000.0,12662.25,0.0,0.0,4896.0,137.0,47.0,-10000.0,12662.25,-4896.0,90.0,-2143.75,None,IT_CSUD,2026-04-23
2026-01-05 10:00:00+00:00,0.0,10000.0,12905.25,0.0,0.0,5091.5,167.0,47.0,-10000.0,12905.25,-5091.5,120.0,-2066.25,None,IT_CSUD,2026-04-23
2026-01-05 11:00:00+00:00,0.0,10000.0,12554.5,0.0,0.0,4652.25,167.0,47.0,-10000.0,12554.5,-4652.25,120.0,-1977.75,None,IT_CSUD,2026-04-23
2026-01-05 12:00:00+00:00,0.0,10000.0,12445.75,0.0,0.0,4438.0,167.0,47.0,-10000.0,12445.75,-4438.0,120.0,-1872.25,None,IT_CSUD,2026-04-23
2026-01-05 13:00:00+00:00,0.0,10000.0,12831.25,0.0,0.0,4706.25,174.0,47.0,-10000.0,12831.25,-4706.25,127.0,-1748.0,None,IT_CSUD,2026-04-23
2026-01-05 14:00:00+00:00,0.0,10000.0,12563.5,0.0,0.0,4240.75,150.0,47.0,-10000.0,12563.5,-4240.75,103.0,-1574.25,None,IT_CSUD,2026-04-23
2026-01-05 15:00:00+00:00,2048.75,0.0,268.0,75.0,0.0,3957.5,185.0,47.0,2048.75,193.0,-3957.5,138.0,-1577.75,None,IT_CSUD,2026-04-23
2026-01-05 16:00:00+00:00,1513.75,0.0,70.5,152.75,0.0,3535.0,191.0,47.0,1513.75,-82.25,-3535.0,144.0,-1959.5,None,IT_CSUD,2026-04-23
2026-01-05 17:00:00+00:00,2103.25,0.0,0.0,252.5,0.0,3735.75,185.0,47.0,2103.25,-252.5,-3735.75,138.0,-1747.0,None,IT_CSUD,2026-04-23
2026-01-05 18:00:00+00:00,1939.25,0.0,0.25,163.25,0.0,3764.25,222.0,47.0,1939.25,-163.0,-3764.25,175.0,-1813.0,None,IT_CSUD,2026-04-23
2026-01-05 19:00:00+00:00,1293.5,0.0,345.0,0.0,0.0,3376.75,178.0,47.0,1293.5,345.0,-3376.75,131.0,-1607.25,None,IT_CSUD,2026-04-23
2026-01-05 20:00:00+00:00,1645.5,0.0,363.5,0.0,0.0,3426.75,152.0,47.0,1645.5,363.5,-3426.75,105.0,-1312.75,None,IT_CSUD,2026-04-23
2026-01-05 21:00:00+00:00,1751.0,0.0,311.5,0.0,0.0,3799.5,42.0,34.0,1751.0,311.5,-3799.5,8.0,-1729.0,None,IT_CSUD,2026-04-23
2026-01-05 22:00:00+00:00,470.75,133.5,176.0,0.0,0.0,2302.25,40.0,56.0,337.25,176.0,-2302.25,-16.0,-1805.0,None,IT_CSUD,2026-04-23
2026-01-05 23:00:00+00:00,0.0,331.0,533.25,0.0,0.0,1997.75,78.0,205.0,-331.0,533.25,-1997.75,-127.0,-1922.5,None,IT_CSUD,2026-04-23
2026-01-06 00:00:00+00:00,757.0,0.0,0.0,271.0,0.0,1836.75,70.0,205.0,757.0,-271.0,-1836.75,-135.0,-1485.75,None,IT_CSUD,2026-04-23
2026-01-06 01:00:00+00:00,190.0,0.0,514.75,0.0,0.0,2041.25,70.0,205.0,190.0,514.75,-2041.25,-135.0,-1471.5,None,IT_CSUD,2026-04-23
2026-01-06 02:00:00+00:00,47.75,24.0,579.75,0.0,0.0,2186.0,70.0,205.0,23.75,579.75,-2186.0,-135.0,-1717.5,None,IT_CSUD,2026-04-23
2026-01-06 03:00:00+00:00,88.75,35.75,493.75,0.0,0.0,2211.25,70.0,205.0,53.0,493.75,-2211.25,-135.0,-1799.5,None,IT_CSUD,2026-04-23
2026-01-06 04:00:00+00:00,736.0,0.0,178.75,13.5,0.0,2312.0,70.0,205.0,736.0,165.25,-2312.0,-135.0,-1545.75,None,IT_CSUD,2026-04-23
2026-01-06 05:00:00+00:00,2664.0,0.0,9.5,164.0,0.0,3129.0,10.0,52.0,2664.0,-154.5,-3129.0,-42.0,-661.5,None,IT_CSUD,2026-04-23
2026-01-06 06:00:00+00:00,3578.5,0.0,29.75,0.0,0.0,4342.75,36.0,52.0,3578.5,29.75,-4342.75,-16.0,-750.5,None,IT_CSUD,2026-04-23
2026-01-06 07:00:00+00:00,3386.5,0.0,1.5,20.0,0.0,4179.25,61.0,52.0,3386.5,-18.5,-4179.25,9.0,-802.25,None,IT_CSUD,2026-04-23
2026-01-06 08:00:00+00:00,2954.0,0.0,86.75,0.0,0.0,4325.25,86.0,52.0,2954.0,86.75,-4325.25,34.0,-1250.5,None,IT_CSUD,2026-04-23
2026-01-06 09:00:00+00:00,3221.5,0.0,0.0,254.75,0.0,4491.25,58.0,52.0,3221.5,-254.75,-4491.25,6.0,-1518.5,None,IT_CSUD,2026-04-23
2026-01-06 10:00:00+00:00,3394.25,0.0,0.0,102.0,0.0,4916.0,61.0,52.0,3394.25,-102.0,-4916.0,9.0,-1614.75,None,IT_CSUD,2026-04-23
2026-01-06 11:00:00+00:00,3102.0,0.0,0.0,226.25,0.0,4714.5,50.0,52.0,3102.0,-226.25,-4714.5,-2.0,-1840.75,None,IT_CSUD,2026-04-23
2026-01-06 12:00:00+00:00,3373.5,0.0,120.25,125.5,0.0,4902.25,63.0,52.0,3373.5,-5.25,-4902.25,11.0,-1523.0,None,IT_CSUD,2026-04-23
2026-01-06 13:00:00+00:00,3612.0,0.0,0.0,27.5,0.0,5082.75,39.0,52.0,3612.0,-27.5,-5082.75,-13.0,-1511.25,None,IT_CSUD,2026-04-23
2026-01-06 14:00:00+00:00,3473.5,0.0,30.5,16.75,0.0,4737.25,36.0,54.0,3473.5,13.75,-4737.25,-18.0,-1268.0,None,IT_CSUD,2026-04-23
2026-01-06 15:00:00+00:00,3457.5,0.0,46.5,60.0,0.0,4715.5,36.0,59.0,3457.5,-13.5,-4715.5,-23.0,-1294.5,None,IT_CSUD,2026-04-23
2026-01-06 16:00:00+00:00,3148.0,0.0,0.0,294.75,0.0,4349.25,36.0,68.0,3148.0,-294.75,-4349.25,-32.0,-1528.0,None,IT_CSUD,2026-04-23
2026-01-06 17:00:00+00:00,3025.0,0.0,0.0,337.5,0.0,3983.5,36.0,57.0,3025.0,-337.5,-3983.5,-21.0,-1317.0,None,IT_CSUD,2026-04-23
2026-01-06 18:00:00+00:00,2941.5,0.0,73.0,195.75,0.0,4346.0,36.0,69.0,2941.5,-122.75,-4346.0,-33.0,-1560.25,None,IT_CSUD,2026-04-23
2026-01-06 19:00:00+00:00,2140.25,0.0,282.5,0.0,0.0,4103.5,36.0,52.0,2140.25,282.5,-4103.5,-16.0,-1696.75,None,IT_CSUD,2026-04-23
2026-01-06 20:00:00+00:00,2293.75,0.0,253.5,0.0,0.0,3997.0,106.0,5.0,2293.75,253.5,-3997.0,101.0,-1348.75,None,IT_CSUD,2026-04-23
2026-01-06 21:00:00+00:00,1586.25,0.0,172.25,0.0,0.0,3830.75,80.0,5.0,1586.25,172.25,-3830.75,75.0,-1997.25,None,IT_CSUD,2026-04-23
2026-01-06 22:00:00+00:00,444.25,0.0,59.5,0.0,0.0,2834.25,80.0,5.0,444.25,59.5,-2834.25,75.0,-2255.5,None,IT_CSUD,2026-04-23
2026-01-06 23:00:00+00:00,1127.0,0.0,213.0,62.5,0.0,2573.75,0.0,353.0,1127.0,150.5,-2573.75,-353.0,-1649.25,None,IT_CSUD,2026-04-23
2026-01-07 00:00:00+00:00,956.5,0.0,173.0,54.5,0.0,2372.75,0.0,357.0,956.5,118.5,-2372.75,-357.0,-1654.75,None,IT_CSUD,2026-04-23
2026-01-07 01:00:00+00:00,729.0,0.0,281.5,0.0,0.0,2336.0,0.0,353.0,729.0,281.5,-2336.0,-353.0,-1678.5,None,IT_CSUD,2026-04-23
2026-01-07 02:00:00+00:00,595.0,0.0,209.5,0.0,0.0,2170.5,0.0,365.0,595.0,209.5,-2170.5,-365.0,-1731.0,None,IT_CSUD,2026-04-23
