,NO_4_SE_2,SE_2_NO_4,NO_4_NO_3,NO_3_NO_4,NO_4_SE_1,SE_1_NO_4,NO_4_SE_2_net_export,NO_4_NO_3_net_export,NO_4_SE_1_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-02-03 15:00:00+00:00,0.0,7.0,1024.025,0.0,7.9,0.0,-7.0,1024.025,7.9,1024.9250000000002,None,NO_4,2026-04-23
2026-02-03 16:00:00+00:00,0.0,0.0,744.25,0.0,36.0,0.0,0.0,744.25,36.0,780.25,None,NO_4,2026-04-23
2026-02-03 17:00:00+00:00,0.0,0.0,942.725,0.0,0.0,93.225,0.0,942.725,-93.225,849.5,None,NO_4,2026-04-23
2026-02-03 18:00:00+00:00,0.0,0.0,1083.675,0.0,0.0,121.8,0.0,1083.675,-121.8,961.875,None,NO_4,2026-04-23
2026-02-03 19:00:00+00:00,0.0,21.925,1241.875,0.0,0.0,44.925,-21.925,1241.875,-44.925,1175.025,None,NO_4,2026-04-23
2026-02-03 20:00:00+00:00,0.0,0.75,1264.025,0.0,0.0,64.625,-0.75,1264.025,-64.625,1198.65,None,NO_4,2026-04-23
2026-02-03 21:00:00+00:00,0.0,0.0,1221.275,0.0,0.0,12.625,0.0,1221.275,-12.625,1208.65,None,NO_4,2026-04-23
2026-02-03 22:00:00+00:00,0.0,0.0,1248.675,0.0,0.0,0.0,0.0,1248.675,0.0,1248.675,None,NO_4,2026-04-23
2026-02-03 23:00:00+00:00,0.0,18.025,1343.55,0.0,0.0,1.65,-18.025,1343.55,-1.65,1323.8749999999998,None,NO_4,2026-04-23
2026-02-04 00:00:00+00:00,0.0,18.55,1375.05,0.0,0.0,1.325,-18.55,1375.05,-1.325,1355.175,None,NO_4,2026-04-23
2026-02-04 01:00:00+00:00,0.0,15.675,1376.425,0.0,0.0,0.975,-15.675,1376.425,-0.975,1359.775,None,NO_4,2026-04-23
2026-02-04 02:00:00+00:00,0.0,26.675,1381.225,0.0,0.0,7.075,-26.675,1381.225,-7.075,1347.475,None,NO_4,2026-04-23
2026-02-04 03:00:00+00:00,0.0,14.5,1376.875,0.0,0.0,13.975,-14.5,1376.875,-13.975,1348.4,None,NO_4,2026-04-23
2026-02-04 04:00:00+00:00,0.0,12.85,1374.4,0.0,0.0,15.7,-12.85,1374.4,-15.7,1345.8500000000001,None,NO_4,2026-04-23
2026-02-04 05:00:00+00:00,75.5,17.425,1233.075,0.0,0.0,11.5,58.075,1233.075,-11.5,1279.65,None,NO_4,2026-04-23
2026-02-04 06:00:00+00:00,52.375,0.0,1055.725,0.0,12.625,0.0,52.375,1055.725,12.625,1120.725,None,NO_4,2026-04-23
2026-02-04 07:00:00+00:00,54.9,0.0,1010.525,0.0,12.725,0.075,54.9,1010.525,12.65,1078.075,None,NO_4,2026-04-23
2026-02-04 08:00:00+00:00,166.15,0.0,978.05,0.0,0.0,0.325,166.15,978.05,-0.325,1143.875,None,NO_4,2026-04-23
2026-02-04 09:00:00+00:00,117.4,0.175,1113.4,0.0,0.0,10.65,117.22500000000001,1113.4,-10.65,1219.975,None,NO_4,2026-04-23
2026-02-04 10:00:00+00:00,0.0,0.35,1144.1,0.0,0.0,49.525,-0.35,1144.1,-49.525,1094.225,None,NO_4,2026-04-23
2026-02-04 11:00:00+00:00,0.0,0.35,1203.05,0.0,0.0,119.1,-0.35,1203.05,-119.1,1083.6000000000001,None,NO_4,2026-04-23
2026-02-04 12:00:00+00:00,0.0,8.525,1263.575,0.0,0.0,151.65,-8.525,1263.575,-151.65,1103.3999999999999,None,NO_4,2026-04-23
2026-02-04 13:00:00+00:00,0.0,6.7,1340.975,0.0,0.0,249.275,-6.7,1340.975,-249.275,1084.9999999999998,None,NO_4,2026-04-23
2026-02-04 14:00:00+00:00,0.0,6.125,1328.475,0.0,0.0,259.75,-6.125,1328.475,-259.75,1062.6,None,NO_4,2026-04-23
2026-02-04 15:00:00+00:00,0.0,5.275,1215.4,0.0,0.0,181.275,-5.275,1215.4,-181.275,1028.85,None,NO_4,2026-04-23
2026-02-04 16:00:00+00:00,0.0,5.875,1108.4,0.0,0.0,66.8,-5.875,1108.4,-66.8,1035.7250000000001,None,NO_4,2026-04-23
2026-02-04 17:00:00+00:00,0.0,0.0,1241.8,0.0,0.0,196.9,0.0,1241.8,-196.9,1044.8999999999999,None,NO_4,2026-04-23
2026-02-04 18:00:00+00:00,0.0,2.0,1223.175,0.0,0.0,200.625,-2.0,1223.175,-200.625,1020.55,None,NO_4,2026-04-23
2026-02-04 19:00:00+00:00,0.0,0.0,1184.5,0.0,0.0,219.2,0.0,1184.5,-219.2,965.3,None,NO_4,2026-04-23
2026-02-04 20:00:00+00:00,0.0,0.0,1372.5,0.0,0.0,266.475,0.0,1372.5,-266.475,1106.025,None,NO_4,2026-04-23
2026-02-04 21:00:00+00:00,2.225,0.0,1290.9,0.0,0.0,150.175,2.225,1290.9,-150.175,1142.95,None,NO_4,2026-04-23
2026-02-04 22:00:00+00:00,1.175,0.0,1297.5,0.0,0.0,133.2,1.175,1297.5,-133.2,1165.475,None,NO_4,2026-04-23
2026-02-04 23:00:00+00:00,0.0,0.0,1379.675,0.0,0.0,231.45,0.0,1379.675,-231.45,1148.225,None,NO_4,2026-04-23
2026-02-05 00:00:00+00:00,0.0,0.0,1329.925,0.0,0.0,140.525,0.0,1329.925,-140.525,1189.3999999999999,None,NO_4,2026-04-23
2026-02-05 01:00:00+00:00,0.0,0.0,1315.45,0.0,0.0,114.075,0.0,1315.45,-114.075,1201.375,None,NO_4,2026-04-23
2026-02-05 02:00:00+00:00,0.0,0.0,1327.95,0.0,0.0,151.8,0.0,1327.95,-151.8,1176.15,None,NO_4,2026-04-23
2026-02-05 03:00:00+00:00,0.0,0.0,1263.625,0.0,0.0,139.425,0.0,1263.625,-139.425,1124.2,None,NO_4,2026-04-23
2026-02-05 04:00:00+00:00,0.0,0.0,1223.95,0.0,0.0,94.275,0.0,1223.95,-94.275,1129.675,None,NO_4,2026-04-23
2026-02-05 05:00:00+00:00,0.0,0.0,1202.75,0.0,0.0,19.8,0.0,1202.75,-19.8,1182.95,None,NO_4,2026-04-23
2026-02-05 06:00:00+00:00,0.0,0.025,1108.9,0.0,0.0,65.1,-0.025,1108.9,-65.1,1043.775,None,NO_4,2026-04-23
2026-02-05 07:00:00+00:00,0.0,1.875,991.9,0.0,0.0,5.525,-1.875,991.9,-5.525,984.5,None,NO_4,2026-04-23
2026-02-05 08:00:00+00:00,0.0,8.025,1006.975,0.0,0.0,12.475,-8.025,1006.975,-12.475,986.475,None,NO_4,2026-04-23
2026-02-05 09:00:00+00:00,0.0,18.15,1033.65,0.0,0.0,41.55,-18.15,1033.65,-41.55,973.9500000000002,None,NO_4,2026-04-23
2026-02-05 10:00:00+00:00,0.0,14.175,985.8,0.0,0.0,22.55,-14.175,985.8,-22.55,949.075,None,NO_4,2026-04-23
2026-02-05 11:00:00+00:00,0.0,5.475,960.075,0.0,0.0,12.2,-5.475,960.075,-12.2,942.4,None,NO_4,2026-04-23
2026-02-05 12:00:00+00:00,0.0,0.0,926.125,0.0,0.0,6.05,0.0,926.125,-6.05,920.075,None,NO_4,2026-04-23
2026-02-05 13:00:00+00:00,0.0,0.7,981.2,0.0,0.0,6.1,-0.7,981.2,-6.1,974.4,None,NO_4,2026-04-23
2026-02-05 14:00:00+00:00,0.0,5.35,1011.8,0.0,0.0,6.825,-5.35,1011.8,-6.825,999.6249999999999,None,NO_4,2026-04-23
2026-02-05 15:00:00+00:00,0.0,0.0,960.075,0.0,0.0,1.275,0.0,960.075,-1.275,958.8000000000001,None,NO_4,2026-04-23
2026-02-05 16:00:00+00:00,0.0,0.0,1051.4,0.0,0.0,11.975,0.0,1051.4,-11.975,1039.4250000000002,None,NO_4,2026-04-23
2026-02-05 17:00:00+00:00,0.0,0.0,1084.75,0.0,0.0,19.9,0.0,1084.75,-19.9,1064.85,None,NO_4,2026-04-23
2026-02-05 18:00:00+00:00,0.0,0.0,1074.325,0.0,0.0,1.325,0.0,1074.325,-1.325,1073.0,None,NO_4,2026-04-23
2026-02-05 19:00:00+00:00,23.8,0.0,1096.25,0.0,0.0,3.575,23.8,1096.25,-3.575,1116.475,None,NO_4,2026-04-23
2026-02-05 20:00:00+00:00,28.2,0.025,1107.875,0.0,0.025,0.6,28.175,1107.875,-0.575,1135.475,None,NO_4,2026-04-23
2026-02-05 21:00:00+00:00,104.375,0.45,1064.9,0.0,0.0,6.1,103.925,1064.9,-6.1,1162.7250000000001,None,NO_4,2026-04-23
2026-02-05 22:00:00+00:00,64.7,3.45,1144.75,0.0,0.0,4.425,61.25,1144.75,-4.425,1201.575,None,NO_4,2026-04-23
2026-02-05 23:00:00+00:00,0.0,20.3,652.475,0.0,356.925,0.0,-20.3,652.475,356.925,989.1000000000001,None,NO_4,2026-04-23
2026-02-06 00:00:00+00:00,0.0,18.175,693.9,0.0,333.2,0.0,-18.175,693.9,333.2,1008.925,None,NO_4,2026-04-23
2026-02-06 01:00:00+00:00,0.0,27.375,736.425,0.0,337.975,0.0,-27.375,736.425,337.975,1047.025,None,NO_4,2026-04-23
2026-02-06 02:00:00+00:00,0.0,0.075,736.925,0.0,375.975,0.0,-0.075,736.925,375.975,1112.8249999999998,None,NO_4,2026-04-23
2026-02-06 03:00:00+00:00,0.0,5.4,824.75,0.0,266.5,0.0,-5.4,824.75,266.5,1085.85,None,NO_4,2026-04-23
2026-02-06 04:00:00+00:00,28.45,2.825,929.175,0.0,61.15,0.0,25.625,929.175,61.15,1015.9499999999999,None,NO_4,2026-04-23
2026-02-06 05:00:00+00:00,121.7,8.525,940.275,0.0,31.15,0.0,113.175,940.275,31.15,1084.6000000000001,None,NO_4,2026-04-23
2026-02-06 06:00:00+00:00,204.075,0.0,878.0,0.0,6.15,0.0,204.075,878.0,6.15,1088.2250000000001,None,NO_4,2026-04-23
2026-02-06 07:00:00+00:00,220.475,0.0,840.175,0.0,0.0,0.0,220.475,840.175,0.0,1060.6499999999999,None,NO_4,2026-04-23
2026-02-06 08:00:00+00:00,0.0,50.875,842.0,0.0,139.95,0.0,-50.875,842.0,139.95,931.075,None,NO_4,2026-04-23
2026-02-06 09:00:00+00:00,77.45,0.0,890.65,0.0,0.0,35.775,77.45,890.65,-35.775,932.325,None,NO_4,2026-04-23
2026-02-06 10:00:00+00:00,189.875,0.0,832.0,0.0,2.05,0.0,189.875,832.0,2.05,1023.925,None,NO_4,2026-04-23
2026-02-06 11:00:00+00:00,149.625,0.0,858.05,0.0,2.6,0.0,149.625,858.05,2.6,1010.275,None,NO_4,2026-04-23
2026-02-06 12:00:00+00:00,202.725,0.0,825.2,0.0,1.35,0.0,202.725,825.2,1.35,1029.2749999999999,None,NO_4,2026-04-23
2026-02-06 13:00:00+00:00,265.9,0.0,788.775,0.0,0.0,26.7,265.9,788.775,-26.7,1027.975,None,NO_4,2026-04-23
2026-02-06 14:00:00+00:00,237.55,0.0,765.4,0.0,0.0,22.75,237.55,765.4,-22.75,980.2,None,NO_4,2026-04-23
2026-02-06 15:00:00+00:00,202.8,0.0,798.375,0.0,0.0,18.575,202.8,798.375,-18.575,982.5999999999999,None,NO_4,2026-04-23
2026-02-06 16:00:00+00:00,234.25,0.0,799.2,0.0,0.0,20.675,234.25,799.2,-20.675,1012.7750000000001,None,NO_4,2026-04-23
2026-02-06 17:00:00+00:00,265.25,0.0,762.7,0.0,0.0,16.85,265.25,762.7,-16.85,1011.1,None,NO_4,2026-04-23
2026-02-06 18:00:00+00:00,261.3,0.0,750.45,0.0,0.0,3.875,261.3,750.45,-3.875,1007.875,None,NO_4,2026-04-23
2026-02-06 19:00:00+00:00,310.075,0.0,717.5,0.0,0.0,13.65,310.075,717.5,-13.65,1013.9250000000001,None,NO_4,2026-04-23
2026-02-06 20:00:00+00:00,368.975,0.0,697.875,0.0,0.0,22.825,368.975,697.875,-22.825,1044.0249999999999,None,NO_4,2026-04-23
2026-02-06 21:00:00+00:00,264.375,0.0,816.225,0.0,0.0,5.025,264.375,816.225,-5.025,1075.5749999999998,None,NO_4,2026-04-23
2026-02-06 22:00:00+00:00,183.4,0.0,1015.625,0.0,0.0,41.9,183.4,1015.625,-41.9,1157.125,None,NO_4,2026-04-23
2026-02-06 23:00:00+00:00,70.05,0.7,1077.75,0.0,0.0,12.375,69.35,1077.75,-12.375,1134.725,None,NO_4,2026-04-23
2026-02-07 00:00:00+00:00,0.0,1.925,1226.625,0.0,0.0,46.1,-1.925,1226.625,-46.1,1178.6000000000001,None,NO_4,2026-04-23
2026-02-07 01:00:00+00:00,0.025,0.25,1233.85,0.0,0.0,46.15,-0.225,1233.85,-46.15,1187.475,None,NO_4,2026-04-23
2026-02-07 02:00:00+00:00,25.6,0.0,1199.3,0.0,0.675,0.025,25.6,1199.3,0.65,1225.55,None,NO_4,2026-04-23
2026-02-07 03:00:00+00:00,0.0,0.0,1200.6,0.0,0.0,0.025,0.0,1200.6,-0.025,1200.5749999999998,None,NO_4,2026-04-23
2026-02-07 04:00:00+00:00,164.875,0.0,1062.6,0.0,0.125,0.0,164.875,1062.6,0.125,1227.6,None,NO_4,2026-04-23
2026-02-07 05:00:00+00:00,199.8,0.0,1033.0,0.0,0.0,23.1,199.8,1033.0,-23.1,1209.7,None,NO_4,2026-04-23
2026-02-07 06:00:00+00:00,401.15,0.0,829.475,0.0,0.0,0.0,401.15,829.475,0.0,1230.625,None,NO_4,2026-04-23
2026-02-07 07:00:00+00:00,575.8,0.0,633.3,0.0,0.0,0.0,575.8,633.3,0.0,1209.1,None,NO_4,2026-04-23
2026-02-07 08:00:00+00:00,465.025,0.0,672.1,0.0,0.0,2.225,465.025,672.1,-2.225,1134.9,None,NO_4,2026-04-23
2026-02-07 09:00:00+00:00,484.6,0.0,740.975,0.0,0.0,48.525,484.6,740.975,-48.525,1177.05,None,NO_4,2026-04-23
2026-02-07 10:00:00+00:00,431.575,0.0,758.95,0.0,0.0,0.325,431.575,758.95,-0.325,1190.2,None,NO_4,2026-04-23
2026-02-07 11:00:00+00:00,137.575,3.725,1015.05,0.0,0.0,0.25,133.85,1015.05,-0.25,1148.6499999999999,None,NO_4,2026-04-23
2026-02-07 12:00:00+00:00,0.0,4.025,1084.2,0.0,0.0,0.275,-4.025,1084.2,-0.275,1079.8999999999999,None,NO_4,2026-04-23
2026-02-07 13:00:00+00:00,220.9,1.5,872.15,0.0,0.0,0.25,219.4,872.15,-0.25,1091.3,None,NO_4,2026-04-23
2026-02-07 14:00:00+00:00,457.775,0.0,627.2,0.0,0.0,0.0,457.775,627.2,0.0,1084.975,None,NO_4,2026-04-23
2026-02-07 15:00:00+00:00,477.15,0.0,603.575,0.0,0.0,0.0,477.15,603.575,0.0,1080.725,None,NO_4,2026-04-23
2026-02-07 16:00:00+00:00,495.5,0.0,612.225,0.0,0.0,0.725,495.5,612.225,-0.725,1107.0,None,NO_4,2026-04-23
2026-02-07 17:00:00+00:00,518.4,0.0,609.475,0.0,0.0,0.0,518.4,609.475,0.0,1127.875,None,NO_4,2026-04-23
2026-02-07 18:00:00+00:00,471.6,0.0,628.375,0.0,0.0,0.0,471.6,628.375,0.0,1099.975,None,NO_4,2026-04-23
2026-02-07 19:00:00+00:00,448.125,0.0,634.6,0.0,0.0,0.0,448.125,634.6,0.0,1082.725,None,NO_4,2026-04-23
2026-02-07 20:00:00+00:00,479.025,0.0,645.65,0.0,0.05,0.0,479.025,645.65,0.05,1124.725,None,NO_4,2026-04-23
2026-02-07 21:00:00+00:00,399.325,0.0,725.625,0.0,0.0,0.975,399.325,725.625,-0.975,1123.9750000000001,None,NO_4,2026-04-23
2026-02-07 22:00:00+00:00,409.125,0.0,734.625,0.0,0.0,1.25,409.125,734.625,-1.25,1142.5,None,NO_4,2026-04-23
2026-02-07 23:00:00+00:00,504.325,0.0,846.95,0.0,0.0,0.0,504.325,846.95,0.0,1351.275,None,NO_4,2026-04-23
2026-02-08 00:00:00+00:00,190.125,0.0,1159.55,0.0,0.0,0.0,190.125,1159.55,0.0,1349.675,None,NO_4,2026-04-23
2026-02-08 01:00:00+00:00,187.125,0.0,1137.45,0.0,0.0,0.025,187.125,1137.45,-0.025,1324.55,None,NO_4,2026-04-23
2026-02-08 02:00:00+00:00,314.825,0.0,916.325,0.0,0.0,0.0,314.825,916.325,0.0,1231.15,None,NO_4,2026-04-23
2026-02-08 03:00:00+00:00,391.25,0.0,711.25,0.0,0.0,0.325,391.25,711.25,-0.325,1102.175,None,NO_4,2026-04-23
2026-02-08 04:00:00+00:00,372.325,0.0,847.075,0.0,0.0,13.775,372.325,847.075,-13.775,1205.625,None,NO_4,2026-04-23
2026-02-08 05:00:00+00:00,101.1,0.0,1088.15,0.0,0.0,32.425,101.1,1088.15,-32.425,1156.825,None,NO_4,2026-04-23
2026-02-08 06:00:00+00:00,5.7,0.0,1147.2,0.0,0.0,21.95,5.7,1147.2,-21.95,1130.95,None,NO_4,2026-04-23
2026-02-08 07:00:00+00:00,0.0,0.65,1106.6,0.0,0.0,29.85,-0.65,1106.6,-29.85,1076.1,None,NO_4,2026-04-23
2026-02-08 08:00:00+00:00,0.0,17.55,1044.425,0.0,0.0,22.35,-17.55,1044.425,-22.35,1004.525,None,NO_4,2026-04-23
2026-02-08 09:00:00+00:00,0.0,0.325,1109.425,0.0,0.0,129.45,-0.325,1109.425,-129.45,979.6499999999999,None,NO_4,2026-04-23
2026-02-08 10:00:00+00:00,0.0,0.325,1142.25,0.0,0.0,152.05,-0.325,1142.25,-152.05,989.875,None,NO_4,2026-04-23
2026-02-08 11:00:00+00:00,0.0,0.325,1100.925,0.0,0.0,120.4,-0.325,1100.925,-120.4,980.1999999999999,None,NO_4,2026-04-23
2026-02-08 12:00:00+00:00,0.0,4.5,1108.875,0.0,0.0,176.175,-4.5,1108.875,-176.175,928.2,None,NO_4,2026-04-23
2026-02-08 13:00:00+00:00,0.0,9.925,1115.7,0.0,0.0,195.75,-9.925,1115.7,-195.75,910.0250000000001,None,NO_4,2026-04-23
2026-02-08 14:00:00+00:00,0.0,6.0,991.4,0.0,0.0,89.3,-6.0,991.4,-89.3,896.1,None,NO_4,2026-04-23
2026-02-08 15:00:00+00:00,0.0,3.15,932.15,0.0,0.0,13.0,-3.15,932.15,-13.0,916.0,None,NO_4,2026-04-23
2026-02-08 16:00:00+00:00,0.0,0.0,887.55,0.0,0.0,0.0,0.0,887.55,0.0,887.55,None,NO_4,2026-04-23
2026-02-08 17:00:00+00:00,0.0,0.0,964.3,0.0,0.0,0.0,0.0,964.3,0.0,964.3,None,NO_4,2026-04-23
2026-02-08 18:00:00+00:00,0.0,0.0,956.15,0.0,0.0,0.0,0.0,956.15,0.0,956.15,None,NO_4,2026-04-23
2026-02-08 19:00:00+00:00,0.375,0.0,971.175,0.0,0.0,1.4,0.375,971.175,-1.4,970.15,None,NO_4,2026-04-23
2026-02-08 20:00:00+00:00,0.125,6.675,964.925,0.0,0.0,11.05,-6.55,964.925,-11.05,947.325,None,NO_4,2026-04-23
2026-02-08 21:00:00+00:00,0.0,12.175,1012.15,0.0,0.0,18.75,-12.175,1012.15,-18.75,981.225,None,NO_4,2026-04-23
2026-02-08 22:00:00+00:00,0.0,6.725,1117.475,0.0,0.0,92.45,-6.725,1117.475,-92.45,1018.3,None,NO_4,2026-04-23
2026-02-08 23:00:00+00:00,0.0,0.5,1015.35,0.0,5.525,0.0,-0.5,1015.35,5.525,1020.375,None,NO_4,2026-04-23
2026-02-09 00:00:00+00:00,0.0,2.3,1066.075,0.0,0.0,2.825,-2.3,1066.075,-2.825,1060.95,None,NO_4,2026-04-23
2026-02-09 01:00:00+00:00,0.0,4.525,1081.725,0.0,0.0,0.0,-4.525,1081.725,0.0,1077.1999999999998,None,NO_4,2026-04-23
2026-02-09 02:00:00+00:00,0.0,4.625,1092.125,0.0,0.0,0.15,-4.625,1092.125,-0.15,1087.35,None,NO_4,2026-04-23
2026-02-09 03:00:00+00:00,0.0,18.0,1097.875,0.0,0.0,1.55,-18.0,1097.875,-1.55,1078.325,None,NO_4,2026-04-23
2026-02-09 04:00:00+00:00,0.0,21.025,1146.725,0.0,0.0,13.1,-21.025,1146.725,-13.1,1112.6,None,NO_4,2026-04-23
2026-02-09 05:00:00+00:00,25.425,4.675,1079.85,0.0,0.0,7.65,20.75,1079.85,-7.65,1092.9499999999998,None,NO_4,2026-04-23
2026-02-09 06:00:00+00:00,0.175,0.0,1029.75,0.0,8.225,0.0,0.175,1029.75,8.225,1038.1499999999999,None,NO_4,2026-04-23
2026-02-09 07:00:00+00:00,1.15,8.375,1050.475,0.0,0.0,0.2,-7.225,1050.475,-0.2,1043.05,None,NO_4,2026-04-23
2026-02-09 08:00:00+00:00,0.0,24.4,1015.775,0.0,0.0,7.95,-24.4,1015.775,-7.95,983.425,None,NO_4,2026-04-23
2026-02-09 09:00:00+00:00,0.0,13.925,1039.4,0.0,0.0,0.0,-13.925,1039.4,0.0,1025.4750000000001,None,NO_4,2026-04-23
2026-02-09 10:00:00+00:00,0.0,6.975,1033.25,0.0,0.0,0.825,-6.975,1033.25,-0.825,1025.45,None,NO_4,2026-04-23
2026-02-09 11:00:00+00:00,0.0,6.225,1060.075,0.0,0.0,0.45,-6.225,1060.075,-0.45,1053.4,None,NO_4,2026-04-23
2026-02-09 12:00:00+00:00,0.0,0.0,1053.1,0.0,0.0,0.0,0.0,1053.1,0.0,1053.1,None,NO_4,2026-04-23
2026-02-09 13:00:00+00:00,0.0,0.0,1057.05,0.0,0.0,0.0,0.0,1057.05,0.0,1057.05,None,NO_4,2026-04-23
2026-02-09 14:00:00+00:00,0.0,0.0,1052.175,0.0,0.0,0.0,0.0,1052.175,0.0,1052.175,None,NO_4,2026-04-23
2026-02-09 15:00:00+00:00,0.0,0.0,1052.45,0.0,0.0,0.0,0.0,1052.45,0.0,1052.45,None,NO_4,2026-04-23
2026-02-09 16:00:00+00:00,51.05,0.0,1087.275,0.0,0.0,0.0,51.05,1087.275,0.0,1138.325,None,NO_4,2026-04-23
2026-02-09 17:00:00+00:00,29.825,0.0,1101.125,0.0,0.0,0.0,29.825,1101.125,0.0,1130.95,None,NO_4,2026-04-23
2026-02-09 18:00:00+00:00,54.4,0.0,1077.7,0.0,0.0,0.0,54.4,1077.7,0.0,1132.1000000000001,None,NO_4,2026-04-23
2026-02-09 19:00:00+00:00,0.0,0.0,1106.55,0.0,0.0,0.0,0.0,1106.55,0.0,1106.55,None,NO_4,2026-04-23
2026-02-09 20:00:00+00:00,0.0,0.0,1113.0,0.0,0.0,0.0,0.0,1113.0,0.0,1113.0,None,NO_4,2026-04-23
2026-02-09 21:00:00+00:00,0.0,0.175,1114.225,0.0,0.0,0.0,-0.175,1114.225,0.0,1114.05,None,NO_4,2026-04-23
2026-02-09 22:00:00+00:00,0.0,3.95,1148.6,0.0,0.0,0.0,-3.95,1148.6,0.0,1144.6499999999999,None,NO_4,2026-04-23
2026-02-09 23:00:00+00:00,190.125,0.0,904.95,0.0,0.0,8.575,190.125,904.95,-8.575,1086.5,None,NO_4,2026-04-23
2026-02-10 00:00:00+00:00,234.425,0.0,873.85,0.0,0.0,6.3,234.425,873.85,-6.3,1101.9750000000001,None,NO_4,2026-04-23
2026-02-10 01:00:00+00:00,167.2,0.0,942.85,0.0,0.0,1.925,167.2,942.85,-1.925,1108.125,None,NO_4,2026-04-23
2026-02-10 02:00:00+00:00,102.1,0.0,990.425,0.0,0.0,0.0,102.1,990.425,0.0,1092.5249999999999,None,NO_4,2026-04-23
2026-02-10 03:00:00+00:00,4.65,0.0,1073.075,0.0,0.0,0.0,4.65,1073.075,0.0,1077.7250000000001,None,NO_4,2026-04-23
2026-02-10 04:00:00+00:00,0.0,6.55,1035.55,0.0,0.0,0.0,-6.55,1035.55,0.0,1029.0,None,NO_4,2026-04-23
2026-02-10 05:00:00+00:00,29.725,0.7,1003.45,0.0,0.0,0.0,29.025000000000002,1003.45,0.0,1032.4750000000001,None,NO_4,2026-04-23
2026-02-10 06:00:00+00:00,138.875,0.0,890.775,0.0,0.0,0.0,138.875,890.775,0.0,1029.65,None,NO_4,2026-04-23
2026-02-10 07:00:00+00:00,0.0,30.225,935.8,0.0,0.0,0.0,-30.225,935.8,0.0,905.5749999999999,None,NO_4,2026-04-23
2026-02-10 08:00:00+00:00,0.0,34.6,927.525,0.0,0.0,0.0,-34.6,927.525,0.0,892.925,None,NO_4,2026-04-23
2026-02-10 09:00:00+00:00,0.0,32.725,905.75,0.0,0.0,0.15,-32.725,905.75,-0.15,872.875,None,NO_4,2026-04-23
2026-02-10 10:00:00+00:00,0.0,19.35,829.3,0.0,0.025,0.15,-19.35,829.3,-0.125,809.8249999999999,None,NO_4,2026-04-23
2026-02-10 11:00:00+00:00,0.0,11.45,810.25,0.0,0.0,0.2,-11.45,810.25,-0.2,798.5999999999999,None,NO_4,2026-04-23
2026-02-10 12:00:00+00:00,0.0,7.1,782.0,0.0,0.0,1.8,-7.1,782.0,-1.8,773.1,None,NO_4,2026-04-23
2026-02-10 13:00:00+00:00,0.0,0.0,821.7,0.0,0.0,0.1,0.0,821.7,-0.1,821.6,None,NO_4,2026-04-23
2026-02-10 14:00:00+00:00,0.0,6.125,804.7,0.0,0.0,0.35,-6.125,804.7,-0.35,798.225,None,NO_4,2026-04-23
2026-02-10 15:00:00+00:00,0.075,0.55,829.7,0.0,0.0,0.075,-0.47500000000000003,829.7,-0.075,829.15,None,NO_4,2026-04-23
2026-02-10 16:00:00+00:00,0.0,0.25,852.025,0.0,0.0,0.0,-0.25,852.025,0.0,851.775,None,NO_4,2026-04-23
2026-02-10 17:00:00+00:00,0.0,0.1,895.8,0.0,0.0,1.55,-0.1,895.8,-1.55,894.15,None,NO_4,2026-04-23
2026-02-10 18:00:00+00:00,0.0,0.3,841.45,0.0,0.0,0.6,-0.3,841.45,-0.6,840.5500000000001,None,NO_4,2026-04-23
2026-02-10 19:00:00+00:00,0.0,0.05,821.85,0.0,0.05,0.05,-0.05,821.85,0.0,821.8000000000001,None,NO_4,2026-04-23
2026-02-10 20:00:00+00:00,0.025,0.0,802.625,0.0,0.025,0.0,0.025,802.625,0.025,802.675,None,NO_4,2026-04-23
2026-02-10 21:00:00+00:00,0.025,0.0,927.7,0.0,0.0,0.0,0.025,927.7,0.0,927.725,None,NO_4,2026-04-23
2026-02-10 22:00:00+00:00,0.025,0.625,967.25,0.0,0.0,0.0,-0.6,967.25,0.0,966.65,None,NO_4,2026-04-23
2026-02-10 23:00:00+00:00,0.05,0.0,785.725,0.0,143.1,0.0,0.05,785.725,143.1,928.875,None,NO_4,2026-04-23
2026-02-11 00:00:00+00:00,0.0,0.0,770.075,0.0,179.975,0.0,0.0,770.075,179.975,950.0500000000001,None,NO_4,2026-04-23
2026-02-11 01:00:00+00:00,0.0,0.925,722.775,0.0,249.075,0.0,-0.925,722.775,249.075,970.925,None,NO_4,2026-04-23
2026-02-11 02:00:00+00:00,0.025,0.0,685.125,0.0,288.075,0.0,0.025,685.125,288.075,973.2249999999999,None,NO_4,2026-04-23
2026-02-11 03:00:00+00:00,0.025,0.475,604.525,0.0,353.025,0.0,-0.44999999999999996,604.525,353.025,957.0999999999999,None,NO_4,2026-04-23
2026-02-11 04:00:00+00:00,0.05,0.0,615.2,0.0,332.575,0.0,0.05,615.2,332.575,947.825,None,NO_4,2026-04-23
2026-02-11 05:00:00+00:00,0.025,0.075,955.275,0.0,0.025,1.275,-0.049999999999999996,955.275,-1.25,953.975,None,NO_4,2026-04-23
2026-02-11 06:00:00+00:00,0.0,0.525,924.45,0.0,0.0,0.125,-0.525,924.45,-0.125,923.8000000000001,None,NO_4,2026-04-23
