,NL_BE,BE_NL,NL_DE_LU,DE_LU_NL,NL_GB,GB_NL,NL_NO_2,NO_2_NL,NL_DK_1,DK_1_NL,NL_BE_net_export,NL_DE_LU_net_export,NL_GB_net_export,NL_NO_2_net_export,NL_DK_1_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-01 00:00:00+00:00,1277.675,116.05,232.25,1576.575,1120.0,102.0,0.0,577.95,0.025,700.025,1161.625,-1344.325,1018.0,-577.95,-700.0,-442.6500000000001,None,NL,2026-04-23
2026-01-01 01:00:00+00:00,2053.725,1.175,0.0,3738.3,1048.0,197.0,0.0,347.025,0.0,700.0,2052.5499999999997,-3738.3,851.0,-347.025,-700.0,-1881.7750000000005,None,NL,2026-04-23
2026-01-01 02:00:00+00:00,1760.75,31.15,0.0,5547.425,1013.0,45.0,88.0,83.35,0.0,700.0,1729.6,-5547.425,968.0,4.650000000000006,-700.0,-3545.175,None,NL,2026-04-23
2026-01-01 03:00:00+00:00,1025.925,0.7,0.0,4999.525,962.0,238.0,112.625,0.0,0.0,700.0,1025.225,-4999.525,724.0,112.625,-700.0,-3837.6749999999997,None,NL,2026-04-23
2026-01-01 04:00:00+00:00,1463.0,32.95,0.0,4913.075,755.0,96.0,80.2,0.0,3.0250000000000004,701.6,1430.05,-4913.075,659.0,80.2,-698.575,-3442.3999999999996,None,NL,2026-04-23
2026-01-01 05:00:00+00:00,294.77500000000003,0.5,0.0,1924.875,749.0,0.0,6.475,23.275,16.125,698.35,294.27500000000003,-1924.875,749.0,-16.799999999999997,-682.225,-1580.625,None,NL,2026-04-23
2026-01-01 06:00:00+00:00,94.1,0.375,0.0,3993.15,797.0,1.0,0.0,149.025,0.0,700.0,93.725,-3993.15,796.0,-149.025,-700.0,-3952.4500000000003,None,NL,2026-04-23
2026-01-01 07:00:00+00:00,168.95,0.825,0.0,1959.2,808.0,0.0,0.0,124.0,0.0,700.0,168.125,-1959.2,808.0,-124.0,-700.0,-1807.075,None,NL,2026-04-23
2026-01-01 08:00:00+00:00,154.15,0.5,0.0,2155.225,730.0,63.0,157.5,63.275,1.85,700.225,153.65,-2155.225,667.0,94.225,-698.375,-1938.725,None,NL,2026-04-23
2026-01-01 09:00:00+00:00,632.875,1.0,0.75,4143.125,746.0,143.0,382.20000000000005,0.0,4.15,700.0,631.875,-4142.375,603.0,382.20000000000005,-695.85,-3221.15,None,NL,2026-04-23
2026-01-01 10:00:00+00:00,255.9,1.0,0.0,1967.7,730.0,328.0,316.375,0.0,0.0,700.0,254.9,-1967.7,402.0,316.375,-700.0,-1694.425,None,NL,2026-04-23
2026-01-01 11:00:00+00:00,54.400000000000006,1.6,0.0,4813.55,1047.0,1042.0,0.0,27.625,0.0,700.0,52.800000000000004,-4813.55,5.0,-27.625,-700.0,-5483.375,None,NL,2026-04-23
2026-01-01 12:00:00+00:00,338.85,0.35,289.375,3723.7,1060.0,719.0,16.0,0.0,0.0,700.0,338.5,-3434.325,341.0,16.0,-700.0,-3438.825,None,NL,2026-04-23
2026-01-01 13:00:00+00:00,696.875,0.0,157.55,6086.025,1061.0,191.0,0.0,236.325,0.0,700.0,696.875,-5928.474999999999,870.0,-236.325,-700.0,-5297.924999999999,None,NL,2026-04-23
2026-01-01 14:00:00+00:00,990.375,0.525,0.0,3519.825,1059.0,767.0,0.0,330.575,0.0,700.0,989.85,-3519.825,292.0,-330.575,-700.0,-3268.5499999999997,None,NL,2026-04-23
2026-01-01 15:00:00+00:00,1996.5,0.175,0.0,6037.55,1060.0,92.0,0.0,555.525,0.625,700.625,1996.325,-6037.55,968.0,-555.525,-700.0,-4328.75,None,NL,2026-04-23
2026-01-01 16:00:00+00:00,3274.0,0.625,0.0,8257.225,1060.0,362.0,0.0,630.05,0.0,700.0,3273.375,-8257.225,698.0,-630.05,-700.0,-5615.900000000001,None,NL,2026-04-23
2026-01-01 17:00:00+00:00,1186.075,0.075,0.0,2778.275,1066.0,30.0,0.0,634.025,0.0,700.0,1186.0,-2778.275,1036.0,-634.025,-700.0,-1890.3000000000002,None,NL,2026-04-23
2026-01-01 18:00:00+00:00,1156.2749999999999,0.0,22.55,2456.6749999999997,1067.0,0.0,0.0,562.55,0.0,700.0,1156.2749999999999,-2434.1249999999995,1067.0,-562.55,-700.0,-1473.3999999999996,None,NL,2026-04-23
2026-01-01 19:00:00+00:00,2399.725,0.0,0.0,6425.6,1065.0,0.0,0.0,340.375,0.55,700.55,2399.725,-6425.6,1065.0,-340.375,-700.0,-4001.2500000000005,None,NL,2026-04-23
2026-01-01 20:00:00+00:00,1367.5,0.025,0.0,4385.5,1063.0,0.0,106.6,15.85,0.0,700.0,1367.475,-4385.5,1063.0,90.75,-700.0,-2564.275,None,NL,2026-04-23
2026-01-01 21:00:00+00:00,2217.725,0.6,242.55,5819.8,917.0,111.0,43.050000000000004,129.2,0.0,700.0,2217.125,-5577.25,806.0,-86.14999999999998,-700.0,-3340.275,None,NL,2026-04-23
2026-01-01 22:00:00+00:00,2231.4249999999997,0.125,0.0,6053.65,783.0,46.0,41.875,29.924999999999997,0.0,700.0,2231.2999999999997,-6053.65,737.0,11.950000000000003,-700.0,-3773.4,None,NL,2026-04-23
2026-01-01 23:00:00+00:00,2729.075,22.725,82.0,2177.7,914.0,110.0,586.25,0.0,11.375,710.375,2706.35,-2095.7,804.0,586.25,-699.0,1301.9,None,NL,2026-04-23
2026-01-02 00:00:00+00:00,2853.075,1.025,313.75,2310.575,1058.0,259.0,632.7,0.0,9.875,709.875,2852.0499999999997,-1996.8249999999998,799.0,632.7,-700.0,1586.9250000000002,None,NL,2026-04-23
2026-01-02 01:00:00+00:00,3138.7999999999997,1.25,656.25,2410.55,1059.0,630.0,640.5,0.0,13.525,698.925,3137.5499999999997,-1754.3000000000002,429.0,640.5,-685.4,1767.3499999999995,None,NL,2026-04-23
2026-01-02 02:00:00+00:00,3185.375,0.0,443.0,2409.95,1059.0,319.0,251.3,0.0,33.35,285.075,3185.375,-1966.9499999999998,740.0,251.3,-251.725,1958.0000000000005,None,NL,2026-04-23
2026-01-02 03:00:00+00:00,3214.3,0.1,672.75,2441.15,1059.0,796.0,258.85,0.0,155.925,74.35,3214.2000000000003,-1768.4,263.0,258.85,81.57500000000002,2049.225,None,NL,2026-04-23
2026-01-02 04:00:00+00:00,3311.9750000000004,0.6000000000000001,497.25,2443.45,821.0,709.0,570.825,0.0,18.1,359.95,3311.3750000000005,-1946.1999999999998,112.0,570.825,-341.84999999999997,1706.150000000001,None,NL,2026-04-23
2026-01-02 05:00:00+00:00,3242.95,340.0,711.5,2381.025,705.0,858.0,435.3,0.0,564.925,621.75,2902.95,-1669.525,-153.0,435.3,-56.825000000000045,1458.8999999999996,None,NL,2026-04-23
2026-01-02 06:00:00+00:00,3224.95,222.9,569.5,2380.375,605.0,405.0,100.45,54.175,646.625,709.025,3002.0499999999997,-1810.875,200.0,46.275000000000006,-62.39999999999998,1375.0499999999997,None,NL,2026-04-23
2026-01-02 07:00:00+00:00,2936.3,58.975,416.5,2263.4,705.0,557.0,0.0,491.5,728.325,700.825,2877.3250000000003,-1846.9,148.0,-491.5,27.5,714.4250000000002,None,NL,2026-04-23
2026-01-02 08:00:00+00:00,2964.4,408.25,136.25,2027.275,1035.0,25.0,0.0,479.425,370.45,729.85,2556.15,-1891.025,1010.0,-479.425,-359.40000000000003,836.3,None,NL,2026-04-23
2026-01-02 09:00:00+00:00,1754.925,7.675,194.5,1311.575,1061.0,0.0,0.0,225.92499999999998,284.275,700.0,1747.25,-1117.075,1061.0,-225.92499999999998,-415.725,1049.525,None,NL,2026-04-23
2026-01-02 10:00:00+00:00,1747.675,37.45,136.0,1475.6,1061.0,0.0,249.0,0.0,649.55,748.9,1710.225,-1339.6,1061.0,249.0,-99.35000000000002,1581.275,None,NL,2026-04-23
2026-01-02 11:00:00+00:00,1717.0,44.875,158.75,1705.025,1060.0,52.0,616.65,0.0,1035.175,623.875,1672.125,-1546.275,1008.0,616.65,411.29999999999995,2161.8,None,NL,2026-04-23
2026-01-02 12:00:00+00:00,2188.3,51.925,0.0,1977.15,1060.0,128.0,69.725,0.0,565.675,730.5,2136.375,-1977.15,932.0,69.725,-164.82500000000005,996.1249999999998,None,NL,2026-04-23
2026-01-02 13:00:00+00:00,2217.75,813.5,83.0,2123.925,1060.0,23.0,30.3,0.0,169.775,830.3,1404.25,-2040.9250000000002,1037.0,30.3,-660.525,-229.90000000000015,None,NL,2026-04-23
2026-01-02 14:00:00+00:00,2700.75,1449.75,254.25,2219.75,1060.0,564.0,0.0,224.22500000000002,468.025,871.6,1251.0,-1965.5,496.0,-224.22500000000002,-403.57500000000005,-846.3000000000001,None,NL,2026-04-23
2026-01-02 15:00:00+00:00,2633.15,244.025,259.5,2240.75,1060.0,0.0,0.0,375.425,110.4,723.925,2389.125,-1981.25,1060.0,-375.425,-613.525,478.92500000000007,None,NL,2026-04-23
2026-01-02 16:00:00+00:00,2239.75,323.925,135.0,1644.8,1030.0,21.0,0.0,640.5,42.95,707.125,1915.825,-1509.8,1009.0,-640.5,-664.175,110.35000000000014,None,NL,2026-04-23
2026-01-02 17:00:00+00:00,2858.125,137.85,99.5,1725.7250000000001,1060.0,0.0,0.0,640.5,317.3,715.3,2720.275,-1626.2250000000001,1060.0,-640.5,-397.99999999999994,1115.5500000000002,None,NL,2026-04-23
2026-01-02 18:00:00+00:00,2954.45,3.35,77.25,1798.75,1060.0,0.0,0.0,640.5,257.3,716.8,2951.1,-1721.5,1060.0,-640.5,-459.49999999999994,1189.6,None,NL,2026-04-23
2026-01-02 19:00:00+00:00,3288.8,5.8,5.5,2149.375,1060.0,0.0,0.0,640.5,482.275,831.05,3283.0,-2143.875,1060.0,-640.5,-348.775,1209.85,None,NL,2026-04-23
2026-01-02 20:00:00+00:00,3309.95,43.2,0.25,1984.675,1060.0,0.0,0.0,593.475,335.45,866.75,3266.75,-1984.425,1060.0,-593.475,-531.3,1217.55,None,NL,2026-04-23
2026-01-02 21:00:00+00:00,3378.425,5.8,0.0,2103.275,1060.0,0.0,0.0,640.5,159.4,763.525,3372.625,-2103.275,1060.0,-640.5,-604.125,1084.725,None,NL,2026-04-23
2026-01-02 22:00:00+00:00,3376.25,12.65,0.25,1944.0,935.0,0.0,0.0,345.625,93.0,672.275,3363.6,-1943.75,935.0,-345.625,-579.275,1429.9499999999998,None,NL,2026-04-23
2026-01-02 23:00:00+00:00,3074.0,22.125,114.5,990.1,459.0,37.0,0.0,590.7,106.2,806.2,3051.875,-875.6,422.0,-590.7,-700.0,1307.575,None,NL,2026-04-23
2026-01-03 00:00:00+00:00,2573.35,19.6,73.75,439.82500000000005,353.0,0.0,0.0,622.475,141.25,841.25,2553.75,-366.07500000000005,353.0,-622.475,-700.0,1218.2000000000003,None,NL,2026-04-23
2026-01-03 01:00:00+00:00,2185.825,52.45,201.89999999999998,264.075,727.0,0.0,0.0,599.275,121.85,814.675,2133.375,-62.17500000000001,727.0,-599.275,-692.8249999999999,1506.1,None,NL,2026-04-23
2026-01-03 02:00:00+00:00,2442.95,111.225,192.2,640.6,663.0,0.0,0.0,608.75,41.35,736.0,2331.725,-448.40000000000003,663.0,-608.75,-694.65,1242.9249999999997,None,NL,2026-04-23
2026-01-03 03:00:00+00:00,2100.3,169.6,960.0,675.75,430.0,37.0,0.0,216.5,302.9,758.05,1930.7000000000003,284.25,393.0,-216.5,-455.15,1936.3000000000002,None,NL,2026-04-23
2026-01-03 04:00:00+00:00,2110.975,412.65,1163.95,1032.75,299.0,37.0,0.0,343.175,158.075,616.15,1698.3249999999998,131.20000000000005,262.0,-343.175,-458.075,1290.2749999999996,None,NL,2026-04-23
2026-01-03 05:00:00+00:00,1816.675,178.47500000000002,1668.6,1714.5,122.0,41.0,0.0,475.475,191.925,705.25,1638.1999999999998,-45.90000000000009,81.0,-475.475,-513.325,684.4999999999998,None,NL,2026-04-23
2026-01-03 06:00:00+00:00,1388.7,382.95,1490.45,1131.75,194.0,60.0,0.0,562.875,358.825,792.15,1005.75,358.70000000000005,134.0,-562.875,-433.325,502.25000000000006,None,NL,2026-04-23
2026-01-03 07:00:00+00:00,1841.825,506.7,168.075,815.925,371.0,60.0,0.0,515.65,601.425,183.5,1335.125,-647.8499999999999,311.0,-515.65,417.92499999999995,900.5500000000001,None,NL,2026-04-23
2026-01-03 08:00:00+00:00,2045.225,470.175,0.0,1076.075,506.0,71.0,0.0,376.65,143.5,506.35,1575.05,-1076.075,435.0,-376.65,-362.85,194.4749999999999,None,NL,2026-04-23
2026-01-03 09:00:00+00:00,1764.95,527.4,13.5,780.2,846.0,1.0,0.0,601.925,66.575,764.275,1237.5500000000002,-766.7,845.0,-601.925,-697.6999999999999,16.22500000000025,None,NL,2026-04-23
2026-01-03 10:00:00+00:00,1789.6,592.675,162.5,483.025,802.0,150.0,0.0,561.0,64.225,681.45,1196.925,-320.525,652.0,-561.0,-617.225,350.17500000000007,None,NL,2026-04-23
2026-01-03 11:00:00+00:00,1869.375,517.875,282.5,913.0749999999999,774.0,0.0,0.0,550.7,51.225,736.5999999999999,1351.5,-630.5749999999999,774.0,-550.7,-685.3749999999999,258.85000000000025,None,NL,2026-04-23
2026-01-03 12:00:00+00:00,2117.725,630.725,462.425,993.75,757.0,108.0,0.0,474.675,18.55,718.55,1487.0,-531.325,649.0,-474.675,-700.0,430.0,None,NL,2026-04-23
2026-01-03 13:00:00+00:00,1562.525,886.1,1180.5,845.5,771.0,354.0,0.0,309.65,172.075,841.25,676.4250000000001,335.0,417.0,-309.65,-669.175,449.60000000000014,None,NL,2026-04-23
2026-01-03 14:00:00+00:00,1938.2,549.65,643.25,1011.0,663.0,300.0,0.0,226.8,552.975,917.0,1388.5500000000002,-367.75,363.0,-226.8,-364.025,792.9750000000003,None,NL,2026-04-23
2026-01-03 15:00:00+00:00,1648.575,237.625,542.875,244.55,603.0,303.0,0.0,581.425,700.0,1386.525,1410.95,298.325,300.0,-581.425,-686.5250000000001,741.325,None,NL,2026-04-23
2026-01-03 16:00:00+00:00,1785.55,258.8,808.075,354.25,986.0,160.0,0.0,599.375,350.0,1048.625,1526.75,453.82500000000005,826.0,-599.375,-698.625,1508.5749999999998,None,NL,2026-04-23
2026-01-03 17:00:00+00:00,2220.225,184.875,701.75,562.525,1075.0,12.0,0.0,576.55,890.95,952.5,2035.35,139.22500000000002,1063.0,-576.55,-61.549999999999955,2599.4749999999995,None,NL,2026-04-23
2026-01-03 18:00:00+00:00,2156.1000000000004,112.35000000000001,385.25,651.75,1075.0,0.0,0.0,392.45,942.875,592.1500000000001,2043.7500000000005,-266.5,1075.0,-392.45,350.7249999999999,2810.5250000000005,None,NL,2026-04-23
2026-01-03 19:00:00+00:00,2259.65,54.150000000000006,302.0,753.675,1069.0,0.0,0.0,185.475,1128.325,719.15,2205.5,-451.67499999999995,1069.0,-185.475,409.17500000000007,3046.525,None,NL,2026-04-23
2026-01-03 20:00:00+00:00,2394.675,120.425,474.75,760.15,1061.0,42.0,0.0,155.6,844.65,1047.175,2274.25,-285.4,1019.0,-155.6,-202.52499999999998,2649.725,None,NL,2026-04-23
2026-01-03 21:00:00+00:00,2299.35,167.75,257.25,613.1,1004.0,135.0,0.0,6.225,785.825,711.35,2131.6,-355.85,869.0,-6.225,74.47500000000002,2713.0,None,NL,2026-04-23
2026-01-03 22:00:00+00:00,2210.35,16.1,333.5,696.7,904.0,0.0,0.0,123.44999999999999,602.675,691.225,2194.25,-363.20000000000005,904.0,-123.44999999999999,-88.55000000000007,2523.05,None,NL,2026-04-23
2026-01-03 23:00:00+00:00,2253.0,51.75,149.5,150.275,895.0,0.0,0.0,531.475,22.775,583.7,2201.25,-0.7750000000000057,895.0,-531.475,-560.9250000000001,2003.0749999999998,None,NL,2026-04-23
2026-01-04 00:00:00+00:00,2156.75,45.875,429.8,20.975,829.0,0.0,0.0,489.5,0.0,352.85,2110.875,408.825,829.0,-489.5,-352.85,2506.35,None,NL,2026-04-23
2026-01-04 01:00:00+00:00,2293.95,26.7,92.05,29.7,794.0,0.0,0.0,327.4,61.975,120.8,2267.25,62.349999999999994,794.0,-327.4,-58.824999999999996,2737.375,None,NL,2026-04-23
2026-01-04 02:00:00+00:00,2458.1000000000004,181.325,385.05,90.0,717.0,0.0,0.0,148.225,712.575,215.5,2276.7750000000005,295.05,717.0,-148.225,497.07500000000005,3637.675000000001,None,NL,2026-04-23
2026-01-04 03:00:00+00:00,2272.925,313.075,660.675,255.75,774.0,0.0,0.0,213.225,606.725,0.0,1959.8500000000001,404.92499999999995,774.0,-213.225,606.725,3532.275,None,NL,2026-04-23
2026-01-04 04:00:00+00:00,2244.75,116.625,687.325,214.75,724.0,9.0,0.0,244.45000000000002,285.075,0.0,2128.125,472.57500000000005,715.0,-244.45000000000002,285.075,3356.325,None,NL,2026-04-23
2026-01-04 05:00:00+00:00,2187.275,166.175,1177.05,430.25,437.0,0.0,0.0,9.4,174.15,525.0,2021.1000000000001,746.8,437.0,-9.4,-350.85,2844.65,None,NL,2026-04-23
2026-01-04 06:00:00+00:00,2379.225,268.54999999999995,1318.325,669.5,457.0,0.0,0.0,9.875,128.05,529.275,2110.675,648.825,457.0,-9.875,-401.22499999999997,2805.4,None,NL,2026-04-23
2026-01-04 07:00:00+00:00,2237.65,134.7,1369.3,351.5,33.0,5.0,0.0,204.925,422.925,453.8,2102.9500000000003,1017.8,28.0,-204.925,-30.875,2912.95,None,NL,2026-04-23
2026-01-04 08:00:00+00:00,2173.375,277.8,885.0,373.25,150.0,0.0,0.0,120.925,297.425,49.95,1895.575,511.75,150.0,-120.925,247.47500000000002,2683.8749999999995,None,NL,2026-04-23
2026-01-04 09:00:00+00:00,2073.925,531.2,965.35,778.5,816.0,0.0,0.0,135.05,756.95,127.775,1542.7250000000001,186.85000000000002,816.0,-135.05,629.1750000000001,3039.7000000000003,None,NL,2026-04-23
2026-01-04 10:00:00+00:00,1954.375,367.2,1131.275,872.0,1037.0,0.0,0.0,64.625,716.7,250.65,1587.175,259.2750000000001,1037.0,-64.625,466.05000000000007,3284.875,None,NL,2026-04-23
2026-01-04 11:00:00+00:00,2004.85,363.45,1430.275,597.25,1060.0,0.0,0.0,77.4,700.0,979.0250000000001,1641.3999999999999,833.0250000000001,1060.0,-77.4,-279.0250000000001,3178.0,None,NL,2026-04-23
2026-01-04 12:00:00+00:00,1955.0500000000002,313.125,2131.7,953.25,1060.0,0.0,0.0,25.3,700.0,931.5,1641.9250000000002,1178.4499999999998,1060.0,-25.3,-231.5,3623.575,None,NL,2026-04-23
2026-01-04 13:00:00+00:00,2153.275,405.425,2515.45,716.0,908.0,0.0,0.0,46.45,700.0,590.05,1747.8500000000001,1799.4499999999998,908.0,-46.45,109.95000000000005,4518.8,None,NL,2026-04-23
2026-01-04 14:00:00+00:00,1833.2,617.55,3439.3,506.75,326.0,60.0,0.0,62.5,778.1,199.275,1215.65,2932.55,266.0,-62.5,578.825,4930.525000000001,None,NL,2026-04-23
2026-01-04 15:00:00+00:00,1278.85,340.925,3837.125,564.25,288.0,180.0,31.775,1.85,700.0,159.7,937.925,3272.875,108.0,29.924999999999997,540.3,4889.025000000001,None,NL,2026-04-23
2026-01-04 16:00:00+00:00,1537.875,319.85,2966.625,1057.0,305.0,63.0,0.0,16.425,700.0,199.05,1218.025,1909.625,242.0,-16.425,500.95,3854.1749999999997,None,NL,2026-04-23
2026-01-04 17:00:00+00:00,2161.625,374.475,2912.375,701.75,295.0,112.0,0.0,5.475,700.0,276.7,1787.15,2210.625,183.0,-5.475,423.3,4598.599999999999,None,NL,2026-04-23
2026-01-04 18:00:00+00:00,2610.025,323.35,3070.8,473.5,243.0,93.0,0.0,31.05,700.0,285.92499999999995,2286.675,2597.3,150.0,-31.05,414.07500000000005,5417.0,None,NL,2026-04-23
2026-01-04 19:00:00+00:00,2541.35,446.1,3429.45,350.75,153.0,87.0,0.0,15.5,700.0,145.14999999999998,2095.25,3078.7,66.0,-15.5,554.85,5779.3,None,NL,2026-04-23
2026-01-04 20:00:00+00:00,2482.525,342.04999999999995,3852.525,424.75,232.0,143.0,0.0,20.775,774.025,139.20000000000002,2140.4750000000004,3427.775,89.0,-20.775,634.8249999999999,6271.3,None,NL,2026-04-23
2026-01-04 21:00:00+00:00,2589.45,175.025,4191.8,628.5,252.0,243.0,0.0,0.47500000000000003,647.225,42.699999999999996,2414.4249999999997,3563.3,9.0,-0.47500000000000003,604.525,6590.775,None,NL,2026-04-23
2026-01-04 22:00:00+00:00,2756.625,246.125,4034.2749999999996,390.0,21.0,291.0,0.0,1.475,523.075,68.8,2510.5,3644.2749999999996,-270.0,-1.475,454.27500000000003,6337.574999999999,None,NL,2026-04-23
2026-01-04 23:00:00+00:00,2448.025,173.7,3571.95,378.0,10.0,501.0,51.099999999999994,0.0,464.8,162.775,2274.3250000000003,3193.95,-491.0,51.099999999999994,302.025,5330.4,None,NL,2026-04-23
2026-01-05 00:00:00+00:00,2536.7,287.025,3285.95,178.75,9.0,547.0,159.05,0.0,585.0,102.55,2249.6749999999997,3107.2,-538.0,159.05,482.45,5460.375,None,NL,2026-04-23
2026-01-05 01:00:00+00:00,2766.775,319.175,3426.75,256.25,129.0,614.0,99.7,0.0,484.6,132.85,2447.6,3170.5,-485.0,99.7,351.75,5584.55,None,NL,2026-04-23
2026-01-05 02:00:00+00:00,2730.35,170.725,3348.225,163.5,42.0,590.0,64.675,0.0,264.525,37.9,2559.625,3184.725,-548.0,64.675,226.62499999999997,5487.650000000001,None,NL,2026-04-23
2026-01-05 03:00:00+00:00,2644.95,223.575,3367.925,151.75,12.0,587.0,36.5,0.0,275.45,117.85000000000001,2421.375,3216.175,-575.0,36.5,157.59999999999997,5256.650000000001,None,NL,2026-04-23
2026-01-05 04:00:00+00:00,2681.675,281.725,3668.1,175.75,74.0,714.0,182.55,0.0,248.39999999999998,316.2,2399.9500000000003,3492.35,-640.0,182.55,-67.80000000000001,5367.05,None,NL,2026-04-23
2026-01-05 05:00:00+00:00,2343.975,902.65,3741.4,266.25,406.0,979.0,387.65,0.0,380.275,38.949999999999996,1441.3249999999998,3475.15,-573.0,387.65,341.325,5072.45,None,NL,2026-04-23
2026-01-05 06:00:00+00:00,2307.375,843.85,3066.75,525.5,567.0,1058.0,13.7,0.0,175.0,189.225,1463.525,2541.25,-491.0,13.7,-14.224999999999994,3513.25,None,NL,2026-04-23
2026-01-05 07:00:00+00:00,2083.925,1222.25,1748.025,1211.25,916.0,1000.0,15.1,0.0,505.9,288.52500000000003,861.6750000000002,536.7750000000001,-84.0,15.1,217.37499999999994,1546.9250000000002,None,NL,2026-04-23
2026-01-05 08:00:00+00:00,2090.375,1290.425,1503.7,1067.5,762.0,788.0,1.1,0.0,700.0,1105.5,799.95,436.20000000000005,-26.0,1.1,-405.5,805.75,None,NL,2026-04-23
2026-01-05 09:00:00+00:00,2190.875,1108.05,1697.375,1387.25,396.0,463.0,17.125,0.0,700.0,898.975,1082.825,310.125,-67.0,17.125,-198.97500000000002,1144.1,None,NL,2026-04-23
2026-01-05 10:00:00+00:00,2047.6750000000002,913.675,2599.7250000000004,1731.75,637.0,480.0,0.0,0.0,700.0,1400.0,1134.0000000000002,867.9750000000004,157.0,0.0,-700.0,1458.9750000000004,None,NL,2026-04-23
2026-01-05 11:00:00+00:00,2124.05,466.25,3415.475,2222.25,556.0,570.0,0.0,0.0,712.075,1349.775,1657.8000000000002,1193.225,-14.0,0.0,-637.7,2199.325,None,NL,2026-04-23
2026-01-05 12:00:00+00:00,1804.0,127.5,3695.2,2106.0,798.0,788.0,0.0,0.0,700.0,1400.0,1676.5,1589.1999999999998,10.0,0.0,-700.0,2575.7,None,NL,2026-04-23
2026-01-05 13:00:00+00:00,1592.075,138.075,3313.4,1569.25,392.0,940.0,0.0,0.0,700.0,1400.0,1454.0,1744.15,-548.0,0.0,-700.0,1950.15,None,NL,2026-04-23
2026-01-05 14:00:00+00:00,1170.0,31.975,1913.5,1127.25,468.0,940.0,0.0,0.0,700.0,1086.825,1138.025,786.25,-472.0,0.0,-386.82500000000005,1065.45,None,NL,2026-04-23
2026-01-05 15:00:00+00:00,363.875,0.35,1394.775,34.75,11.0,870.0,87.0,0.0,851.2,467.95,363.525,1360.025,-859.0,87.0,383.25000000000006,1334.8000000000002,None,NL,2026-04-23
2026-01-05 16:00:00+00:00,337.3,472.825,1273.3,343.75,937.0,870.0,111.125,0.0,718.95,353.525,-135.52499999999998,929.55,67.0,111.125,365.42500000000007,1337.575,None,NL,2026-04-23
2026-01-05 17:00:00+00:00,2099.5,1311.675,1419.325,236.0,1114.0,902.0,77.45,0.0,700.0,760.275,787.825,1183.325,212.0,77.45,-60.27499999999998,2200.325,None,NL,2026-04-23
2026-01-05 18:00:00+00:00,2280.15,1229.525,1900.975,68.75,312.0,380.0,51.2,0.0,700.0,683.325,1050.625,1832.225,-68.0,51.2,16.674999999999955,2882.7249999999995,None,NL,2026-04-23
2026-01-05 19:00:00+00:00,1684.725,1539.5,3001.3500000000004,12.5,481.0,481.0,50.45,0.0,721.975,316.8,145.2249999999999,2988.8500000000004,0.0,50.45,405.175,3589.7000000000003,None,NL,2026-04-23
2026-01-05 20:00:00+00:00,2162.625,803.4,3377.025,99.75,467.0,417.0,69.475,0.0,866.525,171.575,1359.225,3277.275,50.0,69.475,694.95,5450.925,None,NL,2026-04-23
2026-01-05 21:00:00+00:00,2789.125,715.875,3712.175,21.0,630.0,418.0,31.725,0.0,718.9,26.375,2073.25,3691.175,212.0,31.725,692.525,6700.675,None,NL,2026-04-23
2026-01-05 22:00:00+00:00,2870.525,716.525,3738.5,84.25,110.0,600.0,22.549999999999997,0.0,700.0,0.0,2154.0,3654.25,-490.0,22.549999999999997,700.0,6040.8,None,NL,2026-04-23
2026-01-05 23:00:00+00:00,3001.25,541.85,5221.625,483.5,0.0,400.0,533.5,0.0,616.775,34.675,2459.4,4738.125,-400.0,533.5,582.1,7913.125,None,NL,2026-04-23
2026-01-06 00:00:00+00:00,3815.7,1196.475,4314.025,113.75,0.0,450.0,561.675,0.0,661.05,11.675,2619.225,4200.275,-450.0,561.675,649.375,7580.55,None,NL,2026-04-23
2026-01-06 01:00:00+00:00,3196.1,582.325,4826.475,523.0,0.0,486.0,108.5,0.0,403.0,0.0,2613.7749999999996,4303.475,-486.0,108.5,403.0,6942.75,None,NL,2026-04-23
2026-01-06 02:00:00+00:00,3099.0,635.5,4730.35,644.0,0.0,499.0,51.2,0.0,285.225,0.0,2463.5,4086.3500000000004,-499.0,51.2,285.225,6387.275000000001,None,NL,2026-04-23
2026-01-06 03:00:00+00:00,2929.825,445.675,4961.575,841.75,12.0,596.0,24.65,0.0,301.525,23.925,2484.1499999999996,4119.825,-584.0,24.65,277.59999999999997,6322.224999999999,None,NL,2026-04-23
2026-01-06 04:00:00+00:00,2751.075,977.425,4851.325,764.5,151.0,892.0,163.875,0.0,207.85000000000002,138.425,1773.6499999999999,4086.825,-741.0,163.875,69.42500000000001,5352.775,None,NL,2026-04-23
2026-01-06 05:00:00+00:00,2653.5,587.775,4021.85,897.0,234.0,1026.0,0.0,0.0,72.575,264.15,2065.725,3124.85,-792.0,0.0,-191.575,4207.0,None,NL,2026-04-23
2026-01-06 06:00:00+00:00,2199.875,996.875,1676.375,410.75,962.0,1066.0,0.0,0.0,481.79999999999995,336.525,1203.0,1265.625,-104.0,0.0,145.27499999999998,2509.9,None,NL,2026-04-23
2026-01-06 07:00:00+00:00,2293.775,775.7,334.15,343.0,793.0,1006.0,6.7749999999999995,0.0,651.95,276.875,1518.075,-8.850000000000023,-213.0,6.7749999999999995,375.07500000000005,1678.075,None,NL,2026-04-23
